FLNC PHLDB2
CDK2 CTTNBP2NL
CDK2 NPDC1
CDK2 ADD1
CDK2 MARCKS
CDK2 UBTF
CDK2 C2orf49
CDK2 KIF22
MAGEA11 PGR
MAGEA11 TMEM123
MAGEA11 CTTNBP2
SMAD3 MECOM
SMAD3 EPAS1
SMAD3 SMAD1
SMAD3 HEY1
SMAD3 TGFB2
SMAD3 NOTCH4
SMAD3 PARD3B
SMAD3 PHC2
SMAD3 PDZRN3
SMAD3 CR1
FSHR S100A10
FHL3 PHC2
FHL3 PHF21A
SPRY2 SPRY1
SPRY2 FBN1
GRB7 CAV1
GRB7 TEK
CD81 CD9
PMAIP1 GSK3B
PMAIP1 BCL2L1
PMAIP1 BAX
PMAIP1 PPBP
PMAIP1 BCL2L2
PMAIP1 BCL2A1
PMAIP1 RAB2A
PSMD11 SMAD1
PSMD11 CCSER2
LYAR TNIK
LYAR RPS12
HDAC2 MECOM
HDAC2 HOPX
HDAC2 PHF21A
PLSCR1 DOCK2
PLSCR1 HEY2
PLSCR1 NPDC1
PLSCR1 MVP
KRTAP4-12 SPRY1
KRTAP4-12 NPDC1
KRTAP4-12 COL8A1
KRTAP4-12 PCSK5
KRTAP4-12 QPRT
HDAC7 LDB2
HDAC7 PHC2
HDAC7 KLF16
TK1 PDE4DIP
TK1 ADD1
MEOX2 SAMD4A
MEOX2 RGS5
MEOX2 PCSK5
MEOX2 SPRY1
MEOX2 DOCK8
MEOX2 GNG11
MEOX2 ITM2A
MEOX2 SAT1
MEOX2 OSBPL1A
MEOX2 CHST15
MEOX2 ARL15
MEOX2 NPIPB5
MEOX2 SCIMP
MEOX2 ETV4
MEOX2 GJC1
MEOX2 VMP1
HOXA1 PRNP
HOXA1 SPRY1
HOXA1 RGS20
HOXA1 PCSK5
HOXA1 DOCK2
HOXA1 HEY2
HOXA1 COL8A1
HOXA1 TSPAN4
HOXA1 EPDR1
HOXA1 TCF19
PIBF1 TSHZ2
FAM90A1 LHX6
FAM90A1 ANKRD29
FAM90A1 LIMS1
CCHCR1 SAT1
TRAF4 RNF144B
TRAF4 NOS1AP
TRAF4 PCSK5
TRAF4 HEY2
TRAF4 BCKDK
TTC23 EFCAB3
TLE5 SNCAIP
TLE5 TBX3
TLE5 PCSK5
TLE5 SAT1
TLE5 PTRH2
KIFC3 PHC2
MTUS2 DOCK2
MTUS2 PDE4DIP
MTUS2 SAMD4A
MTUS2 ARL4A
MTUS2 RANBP3L
MTUS2 CEP95
MID2 RANBP3L
FHL5 SMAD1
FHL5 HEY2
FHL5 SPRY1
FHL5 NPDC1
FHL5 ZNF766
HSF2BP SAMD4A
HSF2BP HEY2
HSF2BP SPRY1
HSF2BP ARHGEF4
HSF2BP CTTNBP2NL
HSF2BP CTTNBP2
HSF2BP DOCK8
HSF2BP ADD1
HSF2BP TOX2
HSF2BP FUT9
HSF2BP TCF19
EFHC2 RHOBTB3
EFHC2 DCLK1
ZNF655 PCSK5
TRIM23 CYTH1
TRIM23 DOK5
TRIM23 DOCK2
BLZF1 TCF19
NFKBID SAMD4A
NFKBID TCF19
REL SAT1
REL COL8A1
REL STAMBPL1
REL SPRY1
REL DAAM2
MYLIP MYL12B
PHF1 TOX2
AMOTL2 GNG11
AMOTL2 FAM184A
TRIM21 HLA-DRB1
RINT1 VAV3
RINT1 TSHZ2
ZNF620 TPM2
CARD9 PHC2
GOLGA6L9 STAMBPL1
GOLGA6L9 DOCK2
GOLGA6L9 RANBP3L
GOLGA6L9 CEP95
LMO2 PHC2
LMO2 LDB2
PHC2 KAT5
PHC2 SIAH1
PHC2 YY1
PHC2 MCM2
PHC2 PLK1
PHC2 MCRS1
PHC2 SMARCA5
PHC2 CBX4
PHC2 KRT31
PHC2 MAPKAPK2
PHC2 HSPA1A
PHC2 TAB1
PHC2 AP1M1
PHC2 RBM39
PHC2 RPL7
PHC2 PCGF2
PHC2 MAPK6
PHC2 ZMAT2
PHC2 MAPKAPK3
PHC2 SSX2IP
PHC2 MFAP1
PHC2 PRPF31
PHC2 ZGPAT
PHC2 SYT16
PHC2 RNF2
PHC2 RING1
PHC2 PHC2
PHC2 SFMBT1
PHC2 PHC1
PHC2 SCMH1
PHC2 CBX7
PHC2 CBX2
PHC2 CBX6
PHC2 CBX8
PHC2 SCML1
PHC2 BYSL
PHC2 ZNF417
PHC2 DRG1
PHC2 PRKAA1
PHC2 AEN
PHC2 TRIM41
PHC2 POLR2L
PHC2 MORF4L2
PHC2 RWDD2B
PHC2 MAB21L3
PHC2 PCGF3
PHC2 LMO3
PHC2 MAGEB6
PHC2 SPATC1L
PHC2 BSDC1
PHC2 PCGF5
PHC2 FAM161A
PHC2 FAM74A1
PHC2 ZBTB24
PHC2 ENKD1
PHC2 LMO1
PHC2 FAM124A
PHC2 THAP7
PHC2 AFG3L2
PHC2 PPP1R16B
PHC2 GFI1B
PHC2 TMEM70
PHC2 FAM13C
PHC2 C1orf109
PHC2 L3MBTL3
PHC2 FAM74A4
PHC2 KBTBD7
PHC2 PHC3
PHC2 FOSB
PHC2 PLAGL2
PHC2 KLHDC7B
PHC2 MLLT6
LDB2 PTK2
LDB2 BRCA1
LDB2 CTBP1
LDB2 LMO4
LDB2 NTAQ1
LDB2 ISL1
LDB2 RLIM
LDB2 SMARCD1
LDB2 EGLN3
LDB2 LNX1
LDB2 LMO1
LDB2 PSMB1
LDB2 CETN3
LDB2 TSNAX
LDB2 LMO3
LDB2 LHX9
LDB2 SSBP4
LDB2 C14orf119
LDB2 TTC19
LDB2 DGCR6L
LDB2 GGACT
LDB2 LHX8
LDB2 EPM2AIP1
LDB2 EXOC3L1
SMAD4 SMAD1
SMAD4 NOTCH4
SMAD4 PARD3B
SMAD4 ZNF521
SMAD4 TGFB2
SMAD4 ETV4
SMAD1 CREBBP
SMAD1 SKI
SMAD1 STAT3
SMAD1 RUNX1
SMAD1 TGIF1
SMAD1 PIAS1
SMAD1 HIPK2
SMAD1 MAPK1
SMAD1 CDK7
SMAD1 CDK9
SMAD1 GSK3B
SMAD1 KAT2B
SMAD1 SMAD2
SMAD1 PIAS4
SMAD1 YAP1
SMAD1 NEDD4
SMAD1 NEDD9
SMAD1 WWP1
SMAD1 USP15
SMAD1 ACVR1
SMAD1 RUNX2
SMAD1 CDK8
SMAD1 SMURF2
SMAD1 SMURF1
SMAD1 ZNF423
SMAD1 PSMB4
SMAD1 HOXC8
SMAD1 NKX3-2
SMAD1 ZCCHC12
SMAD1 STUB1
SMAD1 SMAD1
SMAD1 ZEB2
SMAD1 LEMD3
SMAD1 WDR77
SMAD1 SKIL
SMAD1 SF3B1
SMAD1 NEUROG1
SMAD1 BMP7
SMAD1 AKR1B1
SMAD1 HOXD13
SMAD1 FBXL12
SMAD1 RFX1
SMAD1 NOTCH2
SMAD1 CAMSAP1
SMAD1 GDF6
SMAD1 XPC
SMAD1 RAP2A
SMAD1 MED24
SMAD1 ZNF8
SMAD1 MAST4
SMAD1 BTBD2
SMAD1 GSC
SMAD1 EWSR1
SMAD1 RAB30
SMAD1 RAB2B
SMAD1 TUBA4A
SMAD1 VEPH1
SMAD1 NAT9
SMAD1 CHMP3
SMAD1 UBXN1
SMAD1 EIF2AK4
SMAD1 RNF103
SMAD1 ZNF510
SMAD1 ZBTB44
SMAD1 BMPR1A
SMAD1 ERBIN
SMAD1 TTF1
SMAD1 RUNX3
SMAD1 SOX5
SMAD1 ZSCAN4
SMAD1 TCF20
SMAD1 ZNF184
SMAD1 MED6
SMAD1 OAZ3
SMAD1 ZEB1
SMAD1 BTG2
SMAD1 ING2
SMAD1 SMARCE1
SMAD1 BMPR1B
SMAD1 GMEB1
SMAD1 PUM1
SMAD1 GLI3
SMAD1 SQSTM1
SMAD1 SNRNP70
SMAD1 TRIP6
SMAD1 COL4A1
SMAD1 FOXG1
SMAD1 FRZB
SMAD1 PLEKHB1
SMAD1 PSMD1
SMAD1 MT-CO1
SMAD1 RASD2
SMAD1 PRKD2
SMAD1 XPO1
SMAD1 PIGQ
SMAD1 RAC2
SMAD1 RAB34
SMAD1 SNX6
SMAD1 HBP1
SMAD1 RAB38
SMAD1 UBE2Z
SMAD1 ECSIT
SMAD1 MBD1
SMAD1 PAK1
SMAD1 CILK1
SMAD1 IRF2BP1
SMAD1 ELP3
SMAD1 RAB6B
SMAD1 RHEBL1
SMAD1 SNIP1
SMAD1 MED15
SMAD1 ZNF251
SMAD1 FBXO30
SMAD1 HOXA5
SMAD1 RPS27A
SMAD1 UNKL
SMAD1 RASL12
SMAD1 KMT2D
SMAD1 USP45
SMAD1 SUV39H1
SMAD1 ZNF512B
SMAD1 TGFBR1
SMAD1 LEF1
SMAD1 RAN
SMAD1 INPP4A
SMAD1 ZDHHC3
SMAD1 MRTFB
SMAD1 TOB1
SMAD1 SS18L1
SMAD1 TNNT1
SMAD1 ZNF521
SMAD1 ANKRD27
SMAD1 HECW2
SMAD1 MGA
SMAD1 ARHGEF6
SMAD1 CBX4
SMAD1 DVL1
SMAD1 PREB
SMAD1 TTF2
SMAD1 SMAD5
SMAD1 RNF103-CHMP3
SMAD1 ZNF76
SMAD1 PARD3B
SMAD1 HOXA13
SMAD1 ARL4D
SMAD1 RHOG
SMAD1 UBA52
SMAD1 RAB3B
SMAD1 STARD13
SMAD1 AP2A2
SMAD1 EPN2
NOTCH4 FBXW7
NOTCH4 PSEN1
NOTCH4 ELOC
NOTCH4 SMAD2
NOTCH4 MAML1
NOTCH4 NFATC2
NOTCH4 PSEN2
NOTCH4 RBPJ
NOTCH4 MAML3
NOTCH4 MAML2
NOTCH4 DLL4
NOTCH4 NOTCH4
PARD3B SMAD2
PARD3B SMAD7
PARD3B SFN
PARD3B PARD6B
PARD3B INSC
ZNF521 GRB2
ZNF521 LYST
ZNF521 EBF1
ZNF521 EIF1AD
ZNF521 RARS1
TGFB2 DAXX
TGFB2 APP
TGFB2 VTN
TGFB2 TGFB1
TGFB2 SMAD2
TGFB2 FOXO3
TGFB2 ATF1
TGFB2 ATF2
TGFB2 TGFBR1
TGFB2 TGFBRAP1
TGFB2 DCN
TGFB2 TGFBR2
TGFB2 TGFB3
TGFB2 ENG
TGFB2 BMP2
TGFB2 FMOD
TGFB2 CCN2
TGFB2 VASN
TGFB2 TGFBR3
TGFB2 LTBP3
TGFB2 PZP
TGFB2 TGFB2
MED1 RORA
RORA MYOD1
RORA NCOA1
RORA COPS5
RORA PROX1
RORA PTBP1
RORA PSMC5
RORA NR0B1
RORA DCAF1
RORA DDB1
RORA RUVBL1
RORA CEBPB
RORA NME2
RORA IBSP
RORA NCOA2
RORA GFAP
RORA NME1
RORA PNRC1
RORA LMO3
RORA RARB
RORA RORA
RORA NR1D1
FBXW7 KLF2
FBXW7 HEY1
KLF2 PSME3
KLF2 KAT2B
KLF2 WWP1
KLF2 SMURF1
KLF2 GATA6
KLF2 GATA5
HEY1 RPL11
HEY1 TP53
HEY1 MYOD1
HEY1 HES1
HEY1 ARNT
HEY1 STK38
HEY1 PITX2
HEY1 NONO
HEY1 FBXO45
HEY1 DAZAP2
HEY1 SKIL
HEY1 FOXH1
HEY1 SMAD9
HEY1 HEY2
HEY1 LAPTM5
HEY1 STK38L
HEY1 HEY1
HEY1 PRKD2
HEY1 YTHDF1
HEY1 KRTAP6-2
HEY1 PLEKHB2
HEY1 TENT5D
TDG PGR
PGR RELA
PGR UBE3A
PGR RNF4
PGR PIAS1
PGR CSNK2A1
PGR MAPK1
PGR PRKDC
PGR XRCC6
PGR NCOA1
PGR PIAS3
PGR SRC
PGR TRIM24
PGR COPS5
PGR XRCC5
PGR BRCA1
PGR NCOA3
PGR KAT2B
PGR NCOA2
PGR STAT5A
PGR MAPK3
PGR CCNA2
PGR POU2F1
PGR KLF9
PGR FKBP5
PGR CUEDC2
PGR NR0B1
PGR BATF3
PGR JDP2
PGR CCNA1
PGR PRMT2
PGR CSNK2A2
PGR RBM39
PGR FGFR2
PGR SNW1
PGR STAT5B
PGR HSP90AA1
PGR SMARCE1
PGR ZBTB17
PGR HMGB2
PGR CDC25B
PGR ARID1A
PGR POU2F2
PGR UBR5
PGR HMGB1
PGR SMARCD1
PGR RBM23
PGR BCAS2
PGR APEX2
PGR PGR
PGR DAP3
PGR DDX54
ZFYVE9 HERC2
ZFYVE9 ZKSCAN1
ZFYVE9 CR1
HERC2 TP53
HERC2 UBE3A
HERC2 CTNNB1
HERC2 STAT1
HERC2 EIF3K
HERC2 RPA2
HERC2 RPA1
HERC2 XPA
HERC2 RPA3
HERC2 BLM
HERC2 TOP3A
HERC2 WRN
HERC2 BARD1
HERC2 BRCA1
HERC2 NCOA4
HERC2 PCM1
HERC2 ZNRD2
HERC2 RNF8
HERC2 EIF3L
HERC2 EIF3E
HERC2 EIF3H
HERC2 FTH1
HERC2 DBNL
HERC2 EIF3C
HERC2 EIF3G
HERC2 STK11
HERC2 UBE2N
HERC2 CLSPN
HERC2 NEURL4
HERC2 ECI2
HERC2 CEP170
HERC2 SRGAP2
HERC2 SEC23IP
HERC2 HERC2
HERC2 MAPK6
HERC2 FBXL5
HERC2 PSMD14
HERC2 EIF3I
HERC2 BIRC6
HERC2 MUS81
HERC2 EME1
HERC2 KIF20A
HERC2 FDFT1
HERC2 HLA-A
HERC2 HM13
HERC2 TEX10
HERC2 BICD1
HERC2 BICD2
HERC2 PHKG2
HERC2 PHKB
HERC2 EIF3A
HERC2 EIF3B
HERC2 EIF3M
HERC2 EIF3D
HERC2 LRRK2
HERC2 RMI2
HERC2 CDC42
HERC2 RNF11
HERC2 MPDU1
HERC2 SIRT3
HERC2 DISC1
HERC2 ZRANB1
HERC2 USP19
ZKSCAN1 MAPK7
ZKSCAN1 ZSCAN32
MDM2 TPT1
MDM2 IER3
MDM2 S100A6
MDM2 MAP2
MDM2 UBTF
MDM2 ZNF766
MDM2 DAAM2
TPT1 TP53
TPT1 TSC22D1
TPT1 SMAD2
TPT1 CREB1
TPT1 VHL
TPT1 RBBP6
TPT1 BAG3
TPT1 DBN1
TPT1 MSH2
TPT1 FANCA
TPT1 PLK1
TPT1 FOSL2
TPT1 BCL2L1
TPT1 SIRPA
TPT1 EEF1B2
TPT1 EEF1A2
TPT1 CDC42
TPT1 EIF1B
TPT1 IKBKG
TPT1 IKBKE
TPT1 EEF1D
TPT1 CHFR
TPT1 RPLP1
TPT1 HLA-B
TPT1 ATP1A1
TPT1 EPB41
TPT1 TRIP13
TPT1 MLC1
TPT1 TPT1
TPT1 ATP1A2
TPT1 STEAP3
IER3 MAPK1
IER3 BAG6
IER3 PPP2R5C
IER3 MAPK3
IER3 SGTA
IER3 PPP2CA
IER3 CAMLG
IER3 MAPK6
IER3 PPP2R5B
IER3 PRNP
IER3 CD79A
IER3 TMBIM6
IER3 TMX2
IER3 FKBP7
IER3 CISD2
IER3 SLC13A4
S100A6 TP53
S100A6 GRB2
S100A6 ANXA2
S100A6 CACYBP
S100A6 SUGT1
S100A6 PPID
S100A6 S100B
S100A6 PEX5
S100A6 FKBP4
S100A6 S100A6
S100A6 ECD
S100A6 ANXA11
S100A6 S100A11
S100A6 FAM25A
S100A6 FAM25G
S100A6 FAM25C
MAP2 SRC
MAP2 MAPT
MAP2 GRIN1
MAP2 JUNB
MAP2 GRB2
MAP2 FYN
MAP2 DAG1
MAP2 MYO7A
MAP2 TUBA1A
MAP2 LYN
MAP2 PRKACA
MAP2 CBFB
MAP2 GRIN2D
MAP2 PAFAH1B1
MAP2 NEFL
MAP2 PRKAR2A
MAP2 PLEC
MAP2 MARK1
MAP2 IQCJ-SCHIP1
MAP2 MARK4
MAP2 APOE
MAP2 TTBK1
MAP2 MAP2
MAP2 CPEB1
RPL11 RPS12
RPL11 ARHGEF4
RPL11 MCF2L
RPS12 NPM1
RPS12 EIF3K
RPS12 GNL3
RPS12 RPS9
RPS12 HSPA8
RPS12 HSPD1
RPS12 LRPPRC
RPS12 LUC7L2
RPS12 HNRNPU
RPS12 DDX5
RPS12 NAP1L1
RPS12 ILF2
RPS12 TRIM25
RPS12 NOLC1
RPS12 TCOF1
RPS12 FBL
RPS12 NCL
RPS12 ANXA2
RPS12 BAG3
RPS12 RPL31
RPS12 DHX9
RPS12 TUBB
RPS12 HNRNPA2B1
RPS12 ENO1
RPS12 EIF3B
RPS12 YBX1
RPS12 RACK1
RPS12 HNRNPD
RPS12 RPSA
RPS12 HSP90AA1
RPS12 EBNA1BP2
RPS12 RPL21
RPS12 RPL28
RPS12 RPL34
RPS12 RPS7
RPS12 RPS13
RPS12 TOP1
RPS12 VIM
RPS12 HSP90AB1
RPS12 RPLP2
RPS12 HNRNPA1
RPS12 HNRNPM
RPS12 PHB
RPS12 TUBA1A
RPS12 RPS4X
RPS12 SSRP1
RPS12 ILF3
RPS12 IKBKG
RPS12 KPNB1
RPS12 EIF3C
RPS12 EIF3E
RPS12 EIF3D
RPS12 EIF3I
RPS12 EIF3M
RPS12 HNRNPH1
RPS12 ATP5F1A
RPS12 H1-10
RPS12 RPS11
RPS12 RPL5
RPS12 RPL30
RPS12 RPL24
RPS12 RPL7A
RPS12 EEF2
RPS12 RPS8
RPS12 RPL10A
RPS12 RPL4
RPS12 RPL12
RPS12 RPL18A
RPS12 RPS14
RPS12 RPS3A
RPS12 RPS2
RPS12 RPS5
RPS12 EEF1B2
RPS12 RPL18
RPS12 RPLP0
RPS12 MYL6
RPS12 RPL7
RPS12 DDX3X
RPS12 TUBB1
RPS12 MYBBP1A
RPS12 RPL8
RPS12 RPL9
RPS12 RPS3
RPS12 RPL22
RPS12 GNAI2
RPS12 RAN
RPS12 LCK
RPS12 RPS10
RPS12 DDX21
RPS12 U2AF1
RPS12 RPL13
RPS12 U2AF2
RPS12 RPS6
RPS12 RPL6
RPS12 NOP58
RPS12 RPLP1
RPS12 RPS16
RPS12 RPS15A
RPS12 RPS26
RPS12 RPL23
RPS12 RPS19
RPS12 RPS25
RPS12 RPL19
RPS12 RPL14
RPS12 UBA52
RPS12 RPL37A
RPS12 CD4
RPS12 HMGB1
RPS12 IGF2BP1
RPS12 RPL26
RPS12 RPL27
RPS12 RPS17
RPS12 RPS24
RPS12 SRPK1
RPS12 RPL35A
RPS12 SNU13
RPS12 SLC25A5
RPS12 VDAC1
RPS12 RPL15
RPS12 RPL23A
RPS12 RPL27A
RPS12 RPL10
RPS12 RPL38
RPS12 RPS28
RPS12 RPL35
RPS12 RPS18
RPS12 H2BC14
RPS12 RPL36A
RPS12 RPL29
RPS12 H1-3
RPS12 RPL13A
RPS12 C18orf32
RPS12 RBM28
RPS12 MAP3K14
RPS12 VDAC3
RPS12 EIF4A2
RPS12 PCBD1
RPS12 ACTG2
RPS12 SCYL2
RPS12 RPS27A
RPS12 RPL32
RPS12 TNPO1
RPS12 SRP14
RPS12 RPL39
RPS12 RPL41
RPS12 RPS4Y2
RPS12 USP38
RPS12 BRIX1
RPS12 FARSB
RPS12 DHRS2
RPS12 MME
RPS12 AGO4
RPS12 RPL36
RPS12 TUFM
RPS12 RPS4Y1
RPS12 PWP1
RPS12 ANXA6
RPS12 RPS21
RPS12 RPL37
RPS12 RSL1D1
RPS12 RPS15
RPS12 VDAC2
RPS12 RPS29
RPS12 FAU
RPS12 H2BC6
ARHGEF4 H2AX
ARHGEF4 PIAS1
ARHGEF4 CTNNB1
ARHGEF4 MCM4
ARHGEF4 MCM5
ARHGEF4 NFKB1
ARHGEF4 NAE1
ARHGEF4 UBE2M
ARHGEF4 CUL2
ARHGEF4 APC
ARHGEF4 PCNA
ARHGEF4 H2BC21
ARHGEF4 DDB1
ARHGEF4 RPL31
ARHGEF4 TARS1
ARHGEF4 RPL21
ARHGEF4 RPS7
ARHGEF4 RPS13
ARHGEF4 RHOA
ARHGEF4 CUL4A
ARHGEF4 RPS4X
ARHGEF4 SSRP1
ARHGEF4 ERCC4
ARHGEF4 CUL1
ARHGEF4 CUL3
ARHGEF4 RPS11
ARHGEF4 RPL5
ARHGEF4 RPL30
ARHGEF4 RPL24
ARHGEF4 RPL7A
ARHGEF4 EEF2
ARHGEF4 RPS8
ARHGEF4 RPL10A
ARHGEF4 RPL12
ARHGEF4 RPS14
ARHGEF4 RPS2
ARHGEF4 RPL18
ARHGEF4 RPL7
ARHGEF4 RPL8
ARHGEF4 RPL9
ARHGEF4 RPS3
ARHGEF4 SUMO3
ARHGEF4 CUL4B
ARHGEF4 SF3B3
ARHGEF4 RPL13
ARHGEF4 RPS6
ARHGEF4 RPL6
ARHGEF4 GCN1
ARHGEF4 KARS1
ARHGEF4 RPS16
ARHGEF4 RPS15A
ARHGEF4 RPL23
ARHGEF4 RPL14
ARHGEF4 RPL26
ARHGEF4 RPL27
ARHGEF4 NEDD8
ARHGEF4 RPL35A
ARHGEF4 PRPF3
ARHGEF4 CUL5
ARHGEF4 RPL29
ARHGEF4 EEF1A2
ARHGEF4 HARS1
ARHGEF4 EMG1
ARHGEF4 RPS26P25
ARHGEF4 DDX19B
ARHGEF4 HLA-B
ARHGEF4 EIF2A
ARHGEF4 SCN1A
MCF2L NPM1
MCF2L PELP1
MCF2L GNL3
MCF2L RPS9
MCF2L SMAD2
MCF2L HNRNPU
MCF2L ILF2
MCF2L NCL
MCF2L HNRNPC
MCF2L DHX9
MCF2L PABPC1
MCF2L SNRNP200
MCF2L EBNA1BP2
MCF2L NAT10
MCF2L RPL21
MCF2L RPL28
MCF2L RPS7
MCF2L RPS13
MCF2L RHOA
MCF2L HSP90AB1
MCF2L ELAVL1
MCF2L FMR1
MCF2L PHB
MCF2L RPS4X
MCF2L SF3B1
MCF2L ILF3
MCF2L MATR3
MCF2L CDC42
MCF2L DLX4
MCF2L UPF1
MCF2L IMMT
MCF2L RPS5
MCF2L RABAC1
MCF2L DHX30
MCF2L RPL29
MCF2L EPRS1
MCF2L RPL18
MCF2L RPL18A
MCF2L RPS2
MCF2L TBL2
MCF2L HNRNPL
MCF2L RPL13A
MCF2L POLR1C
MCF2L AIMP2
MCF2L SYNCRIP
MCF2L RPL12
MCF2L SLC25A3
MCF2L SF3B3
MCF2L RPL10
MCF2L SYNE1
MCF2L GEMIN4
MCF2L RPL26
MCF2L DHX36
MCF2L ATAD3B
MCF2L RPL24
MCF2L PCBP2
MCF2L RPL8
MCF2L MOV10
MCF2L DICER1
MCF2L GTF3C1
MCF2L DDX18
MCF2L RPL23
MCF2L DIMT1
MCF2L RPL7A
MCF2L SLC25A5
MCF2L PHB2
MCF2L POLR1A
MCF2L RPL19
MCF2L RPL27A
MCF2L GEMIN2
MCF2L ZNF326
MCF2L RPS3A
MCF2L EIF4A3
MCF2L RPL6
MCF2L RPS3
MCF2L MYBBP1A
MCF2L SART3
MCF2L DDX47
MCF2L GTPBP4
MCF2L RPS6
MCF2L RPN1
MCF2L LAS1L
MCF2L RPL4
MCF2L RPL35
MCF2L PABPC3
MCF2L RPL7
MCF2L RPS26P25
MCF2L IGF2BP1
MCF2L FXR2
MCF2L WDR18
MCF2L RPL15
MCF2L FLG2
MCF2L RPS8
MCF2L RPLP0
MCF2L RPL23A
MCF2L TEX10
MCF2L RPL14
MCF2L YAE1
MCF2L PAK1IP1
MCF2L TCP1
MCF2L GTF3C4
MCF2L COPA
MCF2L RPL37A
MCF2L RPL13
MCF2L RSL1D1
MCF2L RHOG
MCF2L RPS15A
MCF2L RPL17
MCF2L IGF2BP3
MYB NCAM2
NCAM2 PRNP
NCAM2 IQCJ-SCHIP1
TP53 BCR
TP53 LAMA4
TP53 PTGS2
TP53 IFI16
TP53 SMYD2
TP53 MIF
TP53 PELI1
TP53 ANXA3
TP53 KLF6
TP53 BMX
TP53 ANK2
TP53 RPS6KA2
TP53 GRK5
TP53 SMG1
TP53 SAT1
TP53 SERPINB9
TP53 EPHA3
TP53 KAT8
BCR CSNK2A1
BCR PLCG1
BCR PTPN11
BCR SRC
BCR JAK2
BCR BLK
BCR COPB1
BCR HSPA8
BCR APBA3
BCR SHC1
BCR CRKL
BCR TSG101
BCR CLTC
BCR YWHAQ
BCR GRB2
BCR CBL
BCR FYN
BCR PIK3R1
BCR KIT
BCR AFDN
BCR HCK
BCR PTPN6
BCR FES
BCR ERCC3
BCR ABL1
BCR PIK3CG
BCR SOS1
BCR HSP90AA1
BCR CRK
BCR AP2M1
BCR ERBIN
BCR DOK1
BCR CSNK2A2
BCR LYN
BCR CDC42
BCR SFN
BCR YWHAE
BCR MAPK6
BCR RASA1
BCR RHOA
BCR CFTR
BCR IRS1
BCR PTPN1
BCR SH2B1
BCR TCF7
BCR BCR
BCR UNC119
BCR GAB2
BCR HOXA9
BCR PXN
BCR NCK2
BCR MAP4K5
BCR WDR48
BCR TLN1
BCR IGSF21
BCR IL3
BCR GIPC1
BCR ABL2
BCR VAV1
BCR ATP2B1
BCR PDZK1
BCR RGS12
BCR YWHAB
BCR TJP2
LAMA4 SUMO2
LAMA4 ITGB3
LAMA4 APC
LAMA4 BRD7
LAMA4 ATF7IP
LAMA4 ZHX1
LAMA4 MED31
LAMA4 ITGAV
LAMA4 COPS6
LAMA4 UNC119
LAMA4 LRIF1
LAMA4 TUBB2B
LAMA4 PTN
LAMA4 EEF1A1P5
LAMA4 MEF2C
LAMA4 RIF1
LAMA4 TUBB2A
LAMA4 UBR1
LAMA4 RTP2
PTGS2 CTNNB1
PTGS2 CAV1
PTGS2 COPS5
PTGS2 COPS7A
PTGS2 PTGS2
PTGS2 ELAVL1
PTGS2 NUCB1
PTGS2 USP22
PTGS2 ABHD16A
PTGS2 CYP1B1
PTGS2 CYP1A1
PTGS2 NELFCD
PTGS2 PLCD1
PTGS2 CYP2F1
PTGS2 CYP19A1
PTGS2 CYP1A2
PTGS2 CYP2C19
PTGS2 PTGDS
PTGS2 HPGDS
PTGS2 CYP51A1
PTGS2 PTGES
PTGS2 PTGES2
PTGS2 TBXAS1
PTGS2 CYP4F8
PTGS2 PTGIS
IFI16 CSNK2A1
IFI16 PYCARD
IFI16 TP53BP1
IFI16 BRCA1
IFI16 CASP1
IFI16 STING1
IFI16 CGAS
IFI16 DHX58
IFI16 CSNK2A2
IFI16 ID3
IFI16 TPR
IFI16 ID2
IFI16 ID1
SMYD2 EIF4E
SMYD2 AXIN1
SMYD2 GSK3B
SMYD2 HSP90AA1
SMYD2 BTF3
SMYD2 EPB41L3
SMYD2 SNRPB2
SMYD2 SF3A1
SMYD2 ASPM
SMYD2 HNRNPL
SMYD2 AKAP9
SMYD2 CDC37
SMYD2 GEMIN2
SMYD2 ZNF512B
SMYD2 IGF2BP1
SMYD2 SMC4
SMYD2 RADIL
SMYD2 MYH1
SMYD2 AKAP11
SMYD2 AHI1
SMYD2 PTGES3
SMYD2 VPS26A
SMYD2 RPS14
SMYD2 RPL23A
SMYD2 GSKIP
SMYD2 MYH6
SMYD2 CMBL
SMYD2 CLASP2
SMYD2 PEBP1
SMYD2 SNX11
SMYD2 BTF3L4
MIF COPS5
MIF VHL
MIF TRAF6
MIF PRKAB1
MIF NTAQ1
MIF VCL
MIF EPB41
MIF GORASP2
MIF MPG
MIF CFLAR
MIF BNIPL
MIF BCL2L11
MIF NME1
MIF CD74
MIF MIF
MIF EIF1B
MIF IKBKE
MIF TNFRSF14
MIF ILK
MIF PINX1
MIF ZNF408
MIF HLA-B
MIF COPS6
MIF FTSJ1
MIF STRN4
MIF ATG5
MIF FBXO11
MIF DSTYK
MIF TNFRSF10D
MIF DAPP1
MIF FIBP
PELI1 TP63
PELI1 LMNA
PELI1 VAC14
PELI1 TRAF6
PELI1 ATM
PELI1 MDM4
PELI1 BIRC3
PELI1 RIPK3
PELI1 RIPK1
PELI1 TBK1
PELI1 BUB1B
PELI1 IRAK1
PELI1 IRAK4
PELI1 UBE2V1
PELI1 IRAK2
PELI1 TRIP13
PELI1 INPP5J
PELI1 GOSR2
PELI1 CNTROB
PELI1 CLEC17A
