FLNC PHLDB2
TEAD4 SSX2IP
TEAD4 RASSF10
TEAD4 PRKAR1B
TEAD4 LZTS2
TEAD4 VGLL1
TEAD4 VPS52
TEAD4 CCDC172
TEAD4 PFKM
TEAD4 CCNDBP1
TEAD4 CCDC85B
TEAD4 MYH7
TEAD4 VGLL3
TEAD4 SORBS3
TEAD4 CCDC125
TEAD4 INCA1
TEAD4 KRT27
TEAD4 GOLGA6L9
TEAD4 SAT1
TEAD4 PRDM14
TEAD4 SESTD1
FBXW11 TACC1
FBXW11 MCL1
FBXW11 MYO10
FBXW11 DEPTOR
FBXW11 NUAK1
FBXW11 BHLHE40
FBXW11 RASAL2
FBXW11 ANKRD28
TACC1 SH2D4A
TACC1 BTRC
TACC1 BARD1
TACC1 AURKB
TACC1 AURKA
TACC1 KAT2A
TACC1 ERCC4
TACC1 VAPA
TACC1 YEATS4
TACC1 STX5
TACC1 ZFHX3
TACC1 CKAP5
TACC1 THRA
TACC1 TDRD7
TACC1 MEMO1
TACC1 RNF41
TACC1 LSM7
TACC1 SNRPG
TACC1 THAP12
TACC1 TACC2
TACC1 TACC1
TACC1 FAM50B
TACC1 ZNF48
MCL1 MAPK8
MCL1 MAPK10
MCL1 FBXW7
MCL1 TP53
MCL1 PIN1
MCL1 MAPK1
MCL1 GAPDH
MCL1 CDK1
MCL1 HIF1A
MCL1 UBC
MCL1 GSK3B
MCL1 HSPA4
MCL1 MEF2D
MCL1 PCNA
MCL1 CDK2
MCL1 MAPK3
MCL1 TRAF6
MCL1 ACTB
MCL1 BTRC
MCL1 BCL2
MCL1 TNKS
MCL1 TPT1
MCL1 BCL2L1
MCL1 BECN1
MCL1 USP9X
MCL1 SKP1
MCL1 HUWE1
MCL1 GSK3A
MCL1 CASP3
MCL1 BID
MCL1 CUL1
MCL1 BAD
MCL1 BAX
MCL1 BCL2L11
MCL1 BMF
MCL1 BIK
MCL1 BBC3
MCL1 PMAIP1
MCL1 BAK1
MCL1 MCL1
MCL1 DAD1
MCL1 USP13
MCL1 USP17L2
MCL1 VDAC1
MCL1 RPS27A
MCL1 BOK
MCL1 HRK
MCL1 COX4I1
MCL1 IER3
MCL1 STX8
MCL1 KCNF1
MYO10 APC
MYO10 CALM3
MYO10 PRKCI
MYO10 CALM1
MYO10 ITGB5
MYO10 ACTA1
MYO10 DYNLL1
MYO10 FSCN1
MYO10 ECPAS
MYO10 PLA2G10
MYO10 CALML3
MYO10 CALM2
DEPTOR PSME3
DEPTOR MTOR
DEPTOR BTRC
DEPTOR TRAF1
DEPTOR RICTOR
DEPTOR TNFAIP3
DEPTOR RPTOR
DEPTOR TRIM41
DEPTOR MLST8
DEPTOR CCDC110
DEPTOR ANKRD11
NUAK1 AKT1
NUAK1 TP53
NUAK1 UBC
NUAK1 VCP
NUAK1 HSPA5
NUAK1 S100A9
NUAK1 PRKAR1A
NUAK1 PRKAB1
NUAK1 BTRC
NUAK1 PPP1CB
NUAK1 HSP90AA1
NUAK1 USP9X
NUAK1 SKP1
NUAK1 AKT2
NUAK1 PPP1R12A
NUAK1 YWHAE
NUAK1 MARK3
NUAK1 PPP2CA
NUAK1 HSPA1A
NUAK1 CDC37
NUAK1 STK11
NUAK1 MARK2
NUAK1 PRKAB2
NUAK1 PRKAA1
NUAK1 AKT3
NUAK1 LATS1
NUAK1 PPP2R2A
NUAK1 SLC25A5
NUAK1 CASP6
NUAK1 MARK1
NUAK1 BRSK1
NUAK1 MARK4
NUAK1 PPP2R1B
NUAK1 PRPSAP1
NUAK1 KRT77
NUAK1 NUAK1
NUAK1 NUAK2
NUAK1 SNRK
NUAK1 STK38L
NUAK1 BRSK2
NUAK1 S100A8
NUAK1 IGHA2
NUAK1 PRKAG1
BHLHE40 MDM2
BHLHE40 TP53
BHLHE40 STAT3
BHLHE40 UBE2I
BHLHE40 ATXN1
BHLHE40 DAB1
BHLHE40 VAC14
BHLHE40 TCF3
BHLHE40 BTRC
BHLHE40 CHD3
BHLHE40 MAGED1
BHLHE40 BRD7
BHLHE40 MCRS1
BHLHE40 VIM
BHLHE40 AANAT
BHLHE40 NEK6
BHLHE40 DAZAP2
BHLHE40 TLE5
BHLHE40 HIVEP1
BHLHE40 GPSM1
BHLHE40 RAD54L2
BHLHE40 WT1
BHLHE40 RHOBTB3
BHLHE40 RBFOX1
BHLHE40 AAMP
BHLHE40 STK19
BHLHE40 NAA50
BHLHE40 SMYD1
BHLHE40 CCNK
BHLHE40 SETDB1
BHLHE40 RBPMS
BHLHE40 PDE6G
BHLHE40 PRKAA1
BHLHE40 GMCL2
BHLHE40 TTC23
BHLHE40 COX5B
BHLHE40 PLEKHB2
BHLHE40 ARNTL
BHLHE40 ZHX1
BHLHE40 LARP4
BHLHE40 TOLLIP
BHLHE40 BHLHE41
BHLHE40 CDPF1
BHLHE40 TXNL4B
BHLHE40 SOX15
BHLHE40 RHOJ
BHLHE40 TOB2
BHLHE40 KRTAP23-1
BHLHE40 EHHADH
BHLHE40 BHLHE40
BHLHE40 RBM23
BHLHE40 NOC4L
BHLHE40 DVL3
BHLHE40 RBPMS2
BHLHE40 KRTAP8-1
BHLHE40 LMO3
BHLHE40 LASP1
BHLHE40 SMAP2
BHLHE40 CREM
BHLHE40 POU6F2
BHLHE40 PHF1
BHLHE40 BYSL
BHLHE40 TENT5A
BHLHE40 PFDN5
BHLHE40 KLHDC7B
BHLHE40 ZFHX3
BHLHE40 FAM83A
BHLHE40 SOGA1
BHLHE40 VENTX
BHLHE40 TENT5B
BHLHE40 USP54
BHLHE40 ROR2
BHLHE40 KRTAP19-1
BHLHE40 KRTAP6-1
BHLHE40 KRTAP6-2
BHLHE40 KRTAP19-5
BHLHE40 PRR20B
BHLHE40 PRR20A
BHLHE40 KRTAP1-3
BHLHE40 PRR20D
BHLHE40 PRR20C
BHLHE40 PRR20E
BHLHE40 KRTAP19-7
RASAL2 RELA
RASAL2 NFKB1
RASAL2 NFKB2
RASAL2 LRPPRC
RASAL2 REL
RASAL2 MIA2
RASAL2 CHUK
RASAL2 POLR2H
RASAL2 TRAF1
RASAL2 KPNA2
RASAL2 IKBKB
RASAL2 SKP1
RASAL2 CSNK1A1
RASAL2 CUL1
RASAL2 IQGAP2
RASAL2 IKBKG
RASAL2 USHBP1
RASAL2 NFKBIB
RASAL2 MEOX2
RASAL2 POLR2L
RASAL2 PDCD2
RASAL2 POLR1A
RASAL2 CSNK1E
RASAL2 POLR1D
RASAL2 POLR1E
RASAL2 POLR1G
RASAL2 POLR1B
RASAL2 MCC
RASAL2 MTIF2
ANKRD28 RELA
ANKRD28 NFKB2
ANKRD28 BRCA1
ANKRD28 REL
ANKRD28 CHUK
ANKRD28 NCL
ANKRD28 DOCK1
ANKRD28 SNX18
ANKRD28 PPP6C
ANKRD28 AP2M1
ANKRD28 MOB1A
ANKRD28 TBK1
ANKRD28 ARHGEF2
ANKRD28 PLK1
ANKRD28 USP10
ANKRD28 ANKRD44
ANKRD28 PPP6R1
ANKRD28 PPP6R2
ANKRD28 PPP6R3
ANKRD28 MOB1B
ANKRD28 CAMK2D
ANKRD28 IKBKE
ANKRD28 SKP1
ANKRD28 ZNF512B
ANKRD28 NFKBIE
ANKRD28 GSK3A
ANKRD28 USP21
ANKRD28 CUL1
ANKRD28 USP49
ANKRD28 ANKHD1
ANKRD28 PIBF1
ANKRD28 CCDC187
ANKRD28 INCA1
ANKRD28 GADD45GIP1
ANKRD28 EIF3D
ANKRD28 THAP7
ANKRD28 YTHDC1
ANKRD28 KCNV2
ANKRD28 TMIE
ANKRD28 PTRH1
SIAH2 EGLN1
EGLN1 SRC
EGLN1 HIF1A
EGLN1 PLD1
EGLN1 EPAS1
EGLN1 POLR2A
EGLN1 H3C1
EGLN1 VHL
EGLN1 MAGEA11
EGLN1 HSP90AA1
EGLN1 HSP90AB1
EGLN1 ING4
EGLN1 FKBP5
EGLN1 PTGES3
EGLN1 FKBP8
EGLN1 LIMD1
EGLN1 OSR1
EGLN1 OS9
AGR2 ACTB
AGR2 ANXA1
AGR2 TPI1
AGR2 UTRN
AGR2 RPL3
AGR2 RPS20
AGR2 FLNB
AGR2 GAPDH
AGR2 UBC
AGR2 TUBB4B
AGR2 TAGLN2
AGR2 RPS27
AGR2 TAGLN
AGR2 ASPH
ACTB ARRB2
ACTB MDM2
ACTB RPL11
ACTB TP53
ACTB HDAC1
ACTB HDAC2
ACTB UBE2I
ACTB KAT5
ACTB NPM1
ACTB RNF4
ACTB H2AX
ACTB PSMA3
ACTB CDKN2A
ACTB EIF3K
ACTB RPA2
ACTB EEF1A1
ACTB GAPDH
ACTB RPA1
ACTB RPA3
ACTB PARP1
ACTB LMNA
ACTB RAD51
ACTB AR
ACTB ESR1
ACTB ERBB2
ACTB RAC1
ACTB SRC
ACTB CDKN1A
ACTB SMARCA4
ACTB PRKCD
ACTB CORO1A
ACTB RPS9
ACTB HDAC6
ACTB PLD2
ACTB PLD1
ACTB UBC
ACTB HSPA8
ACTB APP
ACTB CAV1
ACTB SHC1
ACTB GSN
ACTB PRKN
ACTB HSPD1
ACTB NOS3
ACTB MAPT
ACTB VCP
ACTB LRPPRC
ACTB HSPA4
ACTB TK1
ACTB SMAD3
ACTB HNRNPU
ACTB DDX5
ACTB POLR2A
ACTB CARM1
ACTB ESR2
ACTB VHL
ACTB RAD50
ACTB CLTC
ACTB HSPA5
ACTB CHD4
ACTB ARRB1
ACTB FBL
ACTB NCL
ACTB CFL1
ACTB GRB2
ACTB CBL
ACTB IQGAP1
ACTB BCAR1
ACTB SYN1
ACTB MAP2
ACTB ANXA2
ACTB DNM1
ACTB HNRNPC
ACTB ALOX5
ACTB MYH9
ACTB UBASH3B
ACTB SMN1
ACTB PFN1
ACTB NSMAF
ACTB SPTBN2
ACTB PPP1CA
ACTB CFL2
ACTB ACTB
ACTB DSTN
ACTB ACTG1
ACTB SMARCE1
ACTB NCF1
ACTB SSH1
ACTB RUVBL2
ACTB MEPCE
ACTB RUVBL1
ACTB BCL7C
ACTB CCN2
ACTB ERG
ACTB FBXO25
ACTB PPP1CC
ACTB LRRK2
ACTB CORO1C
ACTB TRAF3IP1
ACTB VCAM1
ACTB PHB
ACTB MAP1A
ACTB PLG
ACTB ICAM1
ACTB ENC1
ACTB AMOT
ACTB EHHADH
ACTB CAP2
ACTB NTAQ1
ACTB FAM107A
ACTB HIP1R
ACTB PTPRF
ACTB ACTC1
ACTB PDIA2
ACTB LYN
ACTB SMARCB1
ACTB RACK1
ACTB RPL22
ACTB CD4
ACTB RPS24
ACTB TLE1
ACTB CCT5
ACTB LCK
ACTB TUBB2B
ACTB HSPA1A
ACTB RPL18
ACTB RAB8B
ACTB VIM
ACTB HNRNPA1
ACTB EEF1B2
ACTB RPS13
ACTB TUBB
ACTB ACTL6B
ACTB AIMP2
ACTB ANXA1
ACTB VDAC3
ACTB EIF4A2
ACTB RPS12
ACTB AGO4
ACTB MYL12A
ACTB MAP1B
ACTB ROCK2
ACTB SYN2
ACTB MMP14
ACTB MYH10
ACTB ITGB2
ACTB PSTPIP1
ACTB WASF2
ACTB TUBA4A
ACTB FARSB
ACTB HSP90AB1
ACTB RPS7
ACTB HSD17B4
ACTB UBB
ACTB SMAD9
ACTB RBBP4
ACTB SMARCD3
ACTB BCL2L1
ACTB TUBA1A
ACTB RPS18
ACTB CCT3
ACTB EIF3B
ACTB VDAC2
ACTB PTPRB
ACTB CPNE1
ACTB RPL7A
ACTB H2BC7
ACTB RPS4X
ACTB HNRNPAB
ACTB MBD3
ACTB TGM2
ACTB ENO1
ACTB HNRNPH1
ACTB CBX5
ACTB MYL6
ACTB PTN
ACTB MME
ACTB RPS3A
ACTB RPS19
ACTB TNPO1
ACTB SMARCC1
ACTB TTR
ACTB DDX3X
ACTB EPC1
ACTB TPM3
ACTB SVIL
ACTB SMARCC2
ACTB YEATS4
ACTB CLIC4
ACTB YBX1
ACTB MYO18B
ACTB ING3
ACTB PCYT1A
ACTB SMARCD2
ACTB PI4KA
ACTB HNRNPD
ACTB CAP1
ACTB EIF3M
ACTB S100A11
ACTB H2BC8
ACTB EP400
ACTB EIF3C
ACTB MYO1G
ACTB H2BC4
ACTB CLNS1A
ACTB TJP1
ACTB NRAP
ACTB PCYT1B
ACTB NCALD
ACTB RCC1
ACTB NT5E
ACTB EZR
ACTB LAMA3
ACTB NCF2
ACTB EIF3E
ACTB EIF3D
ACTB EPC2
ACTB H2BC10
ACTB SMARCA2
ACTB ATF7IP
ACTB MORF4L2
ACTB PFDN4
ACTB CNN2
ACTB KPNB1
ACTB CCT4
ACTB CPNE4
ACTB VDAC1
ACTB SSH2
ACTB PLCD1
ACTB CCT8
ACTB TMSB4X
ACTB NONO
ACTB MX1
ACTB NCKAP1
ACTB ATP5F1A
ACTB RPL7
ACTB UBA52
ACTB SCN10A
ACTB EMD
ACTB XPO6
ACTB RAN
ACTB ABRA
ACTB ANAPC2
ACTB FABP4
ACTB MRGBP
ACTB MBD2
ACTB LMOD1
ACTB PHACTR4
ACTB PPP2R2B
ACTB FHL3
ACTB AGO3
ACTB CCT7
ACTB LASP1
ACTB ARID1A
ACTB H2BC6
ACTB BBS4
ACTB MYO1E
ACTB DMAP1
ACTB CCT2
ACTB RPS27A
ACTB RPLP1
ACTB ARID2
ACTB VSNL1
ACTB STX4
ACTB SSH3
ACTB GATAD2B
ACTB INO80
ACTB WASF3
ACTB SCYL1
ACTB LGALS13
ACTB DHRS2
ACTB P2RX7
ACTB STAU1
ACTB RPSA
ACTB MPP3
ACTB DPF2
ACTB TRRAP
ACTB FLII
ACTB CYFIP1
ACTB PBRM1
ACTB HCK
ACTB DNASE1
ACTB DTNA
ACTB ANXA6
ACTB SPTAN1
ACTB EIF3I
ACTB HSP90AA1
ACTB DMTN
ACTB PDLIM5
ACTB TPM1
ACTB RPS8
ACTB GNA12
ACTB VASP
ACTB SSRP1
ACTB PFDN1
ACTB ACTR1B
ACTB MTA2
ACTB NEBL
ACTB NOS2
ACTB MYOC
ACTB ACTN4
ACTB GNAI2
ACTB CSNK1A1
ACTB TCP1
ACTB ANXA7
ACTB SHBG
ACTB RAC2
ACTB SYNJ2BP
ACTB RSL1D1
ACTB TPM2
ACTB TUBA1B
ACTB DYNLL1
ACTB HNRNPA2B1
ACTB CDK5R2
ACTB BBS1
ACTB CCT6A
ACTB MORF4L1
ACTB TNNI2
ACTB CPNE2
ACTB RAB4A
ACTB TOP2B
ACTB ACTL6A
ACTB WASF1
ACTB BRD8
ACTB RAB35
ACTB CAPZA1
ACTB TANC1
ACTB SMARCD1
ACTB ARID1B
ACTB PFN2
ACTB RPS10
ACTB RPLP0
ACTB ARPC1B
ACTB CDC37
ACTB DUSP19
ANXA1 RPL11
ANXA1 NPM1
ANXA1 UBE3A
ANXA1 SUMO2
ANXA1 EGFR
ANXA1 EIF3K
ANXA1 GAPDH
ANXA1 XRCC6
ANXA1 RPA1
ANXA1 SRC
ANXA1 PRKCD
ANXA1 RPS9
ANXA1 HSPA8
ANXA1 APBB1
ANXA1 HSPD1
ANXA1 LRPPRC
ANXA1 DDX5
ANXA1 UBE2D1
ANXA1 PRKCA
ANXA1 PPM1B
ANXA1 NCL
ANXA1 NFKBIA
ANXA1 PRKCB
ANXA1 KRT8
ANXA1 ABL1
ANXA1 ANXA2
ANXA1 TUBB
ANXA1 HNRNPA2B1
ANXA1 ENO1
ANXA1 EIF3B
ANXA1 YBX1
ANXA1 RACK1
ANXA1 HNRNPD
ANXA1 RPSA
ANXA1 HSP90AA1
ANXA1 RPS7
ANXA1 RPS13
ANXA1 OTUB1
ANXA1 VIM
ANXA1 FAF1
ANXA1 HSP90AB1
ANXA1 HNRNPA1
ANXA1 PHB
ANXA1 TUBA1A
ANXA1 RPS4X
ANXA1 SSRP1
ANXA1 PRKCI
ANXA1 PRKCZ
ANXA1 PRKACA
ANXA1 IKBKG
ANXA1 KPNB1
ANXA1 EIF3C
ANXA1 EIF3E
ANXA1 EIF3D
ANXA1 EIF3I
ANXA1 EIF3M
ANXA1 HNRNPH1
ANXA1 ATP5F1A
ANXA1 PRKCE
ANXA1 TGM2
ANXA1 RPL7A
ANXA1 RPS8
ANXA1 RPS3A
ANXA1 EEF1B2
ANXA1 RPL18
ANXA1 RPLP0
ANXA1 MYL6
ANXA1 RPL7
ANXA1 DDX3X
ANXA1 USP25
ANXA1 USPL1
ANXA1 RPL22
ANXA1 GNAI2
ANXA1 RAN
ANXA1 LCK
ANXA1 RPS10
ANXA1 PRKCQ
ANXA1 COPS6
ANXA1 UNC119
ANXA1 LRIF1
ANXA1 RIPK1
ANXA1 S100A11
ANXA1 PLA2G4A
ANXA1 CD4
ANXA1 RPS24
ANXA1 PRKCG
ANXA1 PRKACG
ANXA1 VDAC3
ANXA1 IRAK1
ANXA1 PRKCH
ANXA1 DYSF
ANXA1 FARSB
ANXA1 KMT2B
ANXA1 RPS12
ANXA1 DHRS2
ANXA1 ANXA6
ANXA1 CZIB
ANXA1 TNPO1
ANXA1 CCT7
ANXA1 SLX1A
ANXA1 SLX1B
ANXA1 CSAD
ANXA1 TRPM7
ANXA1 MEIS2
ANXA1 MME
ANXA1 PRKACB
ANXA1 EIF4A2
ANXA1 RPS19
ANXA1 VDAC2
ANXA1 H2BC6
ANXA1 RPLP1
ANXA1 RPS18
ANXA1 VDAC1
ANXA1 ERG28
ANXA1 DLG3
ANXA1 ATG4B
ANXA1 FPR1
ANXA1 LNPK
TPI1 BLNK
TPI1 SP1
TPI1 EGFR
TPI1 CDKN2A
TPI1 GAPDH
TPI1 HSD17B10
TPI1 PCNA
TPI1 DDX24
TPI1 CFL1
TPI1 ENO1
TPI1 ITPR1
TPI1 PGK1
TPI1 PARK7
TPI1 MAPK6
TPI1 SETDB1
TPI1 PRDX6
TPI1 SOD1
TPI1 TPI1
TPI1 TKT
TPI1 GPI
TPI1 NIT2
TPI1 PGM1
TPI1 CCL11
TPI1 LIPT1
UTRN SP1
UTRN CAV1
UTRN NOS3
UTRN ELK1
UTRN SP3
UTRN GABPA
UTRN DAG1
UTRN PLEKHA2
UTRN TNS2
UTRN ACTA1
UTRN MARK2
UTRN PIK3CG
UTRN MARCHF5
UTRN USP21
UTRN DISC1
UTRN DMD
UTRN DTNA
UTRN SNTA1
UTRN SNTB2
UTRN SNTB1
UTRN DTNB
UTRN ADRA1D
UTRN MME
UTRN ACTN2
UTRN DRP2
UTRN UTRN
UTRN PGM5
UTRN ABCA1
RPL3 ARRB2
RPL3 MAP3K1
RPL3 RPL11
RPL3 NPM1
RPL3 SUMO2
RPL3 EEF1A1
RPL3 PELP1
RPL3 GNL3
RPL3 RPS9
RPL3 LUC7L2
RPL3 BRCA1
RPL3 HNRNPU
RPL3 NAP1L1
RPL3 H2AC4
RPL3 ILF2
RPL3 TRIM25
RPL3 ARRB1
RPL3 NOLC1
RPL3 TCOF1
RPL3 FBL
RPL3 NCL
RPL3 GRB2
RPL3 HNRNPC
RPL3 PRKAB1
RPL3 MRPS22
RPL3 RUVBL2
RPL3 RPL31
RPL3 DHX9
RPL3 PABPC1
RPL3 YBX1
RPL3 RPSA
RPL3 EBNA1BP2
RPL3 RPL21
RPL3 RPL28
RPL3 RPL5
RPL3 RPS26
RPL3 RPS14
RPL3 RPL9
RPL3 RPL23
RPL3 ILF3
RPL3 EIF6
RPL3 RPL23A
RPL3 CNBP
RPL3 NOP56
RPL3 RPL10A
RPL3 RPL12
RPL3 RPL14
RPL3 RPL15
RPL3 RPL18A
RPL3 RPL18
RPL3 RPL19
RPL3 RPL4
RPL3 RPL7
RPL3 RPL8
RPL3 RPS16
RPL3 RPS23
RPL3 RPS2
RPL3 RPS3A
RPL3 RPS3
RPL3 RPS4X
RPL3 RPS8
RPL3 RPL6
RPL3 RPS15
RPL3 RPL7A
RPL3 RPS6
RPL3 RPS20
RPL3 RPS13
RPL3 RPL10
RPL3 RPS7
RPL3 RPLP0
RPL3 RPL36
RPL3 RPL27A
RPL3 RPS15A
RPL3 RPL38
RPL3 RPL17
RPL3 RPL32
RPL3 RPL10L
RPL3 STAU1
RPL3 RPL30
RPL3 RPL37A
RPL3 PPP1CC
RPL3 ATP5F1C
RPL3 RPS27
RPL3 RPS19
RPL3 FAU
RPL3 RBM28
RPL3 RPL41
RPL3 DHX36
RPL3 RPL22
RPL3 RPS4Y1
RPL3 RPS26P25
RPL3 RPS27A
RPL3 RPS18
RPL3 DHCR7
RPL3 PTCD3
RPL3 PHB2
RPL3 SGK1
RPL3 SLC25A3
RPL3 RPL39
RPL3 MAP3K14
RPL3 GEMIN4
RPL3 DDOST
RPL3 PSTPIP1
RPL3 RPS24
RPL3 RPL29
RPL3 H1-10
RPL3 BCAR3
RPL3 NOP58
RPL3 HLA-B
RPL3 RPS28
RPL3 RPL34
RPL3 RPL13A
RPL3 HERC5
RPL3 TUFM
RPL3 HNRNPM
RPL3 SLC25A5
RPL3 HRNR
RPL3 C18orf32
RPL3 CMSS1
RPL3 DDX20
RPL3 IGF2BP1
RPL3 EIF1B
RPL3 ACTR6
RPL3 RPLP2
RPL3 RPS29
RPL3 RBM10
RPL3 TUBB1
RPL3 RPL13
RPL3 RPL35A
RPL3 PHB
RPL3 DHX30
RPL3 TOP1
RPL3 MRPS27
RPL3 SCYL2
RPL3 RPLP1
RPL3 STOML2
RPL3 BRIX1
RPL3 RPS11
RPL3 MATR3
RPL3 USF2
RPL3 SNU13
RPL3 UBA52
RPL3 LYAR
RPL3 SRP14
RPL3 DICER1
RPL3 RPS21
RPL3 SF3B2
RPL3 RPL35
RPL3 DDX21
RPL3 SMNDC1
RPL3 RSL1D1
RPL3 RBM4
RPL3 MYBBP1A
RPL3 RPS10
RPL3 IKBKE
RPL3 ATG5
RPL3 SLC4A5
RPL3 NDRG1
RPL3 EEF2
RPL3 H1-3
RPL3 SF3B1
RPL3 RPL37
RPL3 RPL24
RPL3 RPS4Y2
RPL3 CDC42BPB
RPL3 SRPK1
RPL3 SYNE1
RPL3 COPA
RPL3 RPS25
RPL3 RPL27
RPL3 TUBA1A
RPL3 RNF149
RPL3 RPL36A
RPL3 H2BC14
RPL3 HNRNPA1
RPL3 DHX15
RPL3 FXR1
RPL3 MAGEB2
RPL3 SF3B3
RPL3 U2AF1
RPL3 RPS12
RPL3 U2AF2
RPL3 PWP1
RPL3 RPS27L
RPL3 EPRS1
RPL3 SLC25A6
RPL3 RPL26
RPL3 ACTG2
RPL3 RPS17
RPL3 RPS5
RPL3 PRMT5
RPS20 MDM2
RPS20 RPL11
RPS20 NPM1
RPS20 PIAS2
RPS20 H2AX
RPS20 PIAS1
RPS20 MCM4
RPS20 MCM5
RPS20 EEF1A1
RPS20 HNRNPF
RPS20 PELP1
RPS20 CDK9
RPS20 RPS9
RPS20 NAE1
RPS20 HSPD1
RPS20 UBE2M
RPS20 CUL2
RPS20 HNRNPU
RPS20 PCNA
RPS20 H2AC4
RPS20 H2BC21
RPS20 DDB1
RPS20 ILF2
RPS20 FBL
RPS20 GRB2
RPS20 PIK3CA
RPS20 HNRNPC
RPS20 RUVBL2
RPS20 RPL31
RPS20 DHX9
RPS20 PABPC1
RPS20 TARS1
RPS20 RPSA
RPS20 EBNA1BP2
RPS20 RPL21
RPS20 RPL28
RPS20 RPL34
RPS20 RPS27
RPS20 RPS7
RPS20 RPS13
RPS20 RUVBL1
RPS20 NDRG1
RPS20 HERC5
RPS20 HSP90AB1
RPS20 RPLP2
RPS20 EMD
RPS20 CUL4A
RPS20 PSMD2
RPS20 EIF4B
RPS20 RPS4X
RPS20 SSRP1
RPS20 FXR1
RPS20 MATR3
RPS20 ERCC4
RPS20 CUL1
RPS20 YWHAH
RPS20 PRMT5
RPS20 IKBKG
RPS20 PHB2
RPS20 CUL3
RPS20 LARP7
RPS20 RBM10
RPS20 TAB1
RPS20 IPO9
RPS20 HSPA9
RPS20 RPS11
RPS20 RPL5
RPS20 RPL30
RPS20 RPL24
RPS20 RPL7A
RPS20 EEF2
RPS20 RPS8
RPS20 RPL10A
RPS20 RPL4
RPS20 RPL12
RPS20 RPL17
RPS20 RPL18A
RPS20 RPS14
RPS20 RPS3A
RPS20 RPS2
RPS20 RPS23
RPS20 RPS5
RPS20 RPL18
RPS20 RPLP0
RPS20 RPL7
RPS20 MYBBP1A
RPS20 RPL8
RPS20 RPL9
RPS20 RPS3
RPS20 RPL22
RPS20 SUMO3
RPS20 AGO2
RPS20 RPS10
RPS20 C1QBP
RPS20 CLNS1A
RPS20 WDR77
RPS20 CUL4B
RPS20 SYNE1
RPS20 SF3B3
RPS20 GEMIN4
RPS20 RPL13
RPS20 DICER1
RPS20 RC3H1
RPS20 DHX30
RPS20 RPS6
RPS20 RPL6
RPS20 PLEKHO1
RPS20 UBE2O
RPS20 GCN1
RPS20 NRAS
RPS20 MYCBP
RPS20 KARS1
RPS20 LRRC4
RPS20 RPS27L
RPS20 RPLP1
RPS20 RPS16
RPS20 RPS15A
RPS20 RPS26
RPS20 RPL23
RPS20 RPS19
RPS20 RPS25
RPS20 RPL19
RPS20 RPL14
RPS20 ECT2
RPS20 RPL23A
RPS20 RPL15
RPS20 HMGB1
RPS20 RPL10
RPS20 RPL27A
RPS20 RPS28
RPS20 RPL37A
RPS20 RPL35
RPS20 TUFM
RPS20 MAP4
RPS20 RPS12
RPS20 RPS18
RPS20 RPL36A
RPS20 RPS24
RPS20 RPL29
RPS20 PRPF3
RPS20 RPL13A
RPS20 C18orf32
RPS20 MAP3K14
RPS20 SLC25A6
RPS20 SLC25A3
RPS20 EEF1A2
RPS20 HARS1
RPS20 RPL26
RPS20 RPL35A
RPS20 NDUFA4
RPS20 RPL39
RPS20 EMG1
RPS20 MPP6
RPS20 SLC7A9
RPS20 RPL38
RPS20 SLC25A5
RPS20 TARBP2
RPS20 RPS17
RPS20 STOML2
RPS20 RPS15
RPS20 OTOP2
RPS20 IPO4
RPS20 SSR4
RPS20 RBM4
RPS20 UBA52
RPS20 RPS21
RPS20 RPS26P25
RPS20 ATP1A3
RPS20 IGF2BP1
RPS20 RPS29
RPS20 RPL27
RPS20 RPS27A
RPS20 RPL36
RPS20 DDX19B
RPS20 SLC25A13
RPS20 IPO8
RPS20 RPS4Y2
RPS20 DHCR7
RPS20 NEDD8
RPS20 ARHGEF4
RPS20 TMEM33
RPS20 FAU
RPS20 MPHOSPH6
RPS20 OXA1L
RPS20 RPS4Y1
RPS20 EIF2A
RPS20 RPL41
RPS20 CUL5
RPS20 SCN1A
RPS20 RPL37
RPS20 PSMD3
RPS20 RPL32
FLNB MAP3K7
FLNB PLCG1
FLNB NFKB1
FLNB SRC
FLNB VIRMA
FLNB ITGB1
FLNB PSEN1
FLNB ITGB3
FLNB APC
FLNB GRB2
FLNB PIK3R1
FLNB CRK
FLNB MLH1
FLNB PSEN2
FLNB FBLIM1
FLNB GP1BA
FLNB G3BP1
FLNB DCPS
FLNB RANBP2
FLNB NCK1
FLNB MYLK
FLNB ITGB6
FLNB SMURF2
FLNB NPHP1
FLNB ATF7IP
FLNB PLEKHO1
FLNB TSHR
FLNB FLNB
GAPDH ARRB2
GAPDH MAP3K3
GAPDH MDM2
GAPDH RPL11
GAPDH KAT5
GAPDH NPM1
GAPDH MAPK1
GAPDH PKM
GAPDH SIRT1
GAPDH MAPK7
GAPDH ATXN1
GAPDH EGFR
GAPDH CDKN2A
GAPDH EIF3K
GAPDH RPA2
GAPDH EEF1A1
GAPDH CDKN1A
GAPDH CCNB1
GAPDH PCNA
GAPDH SLC2A4
GAPDH SNCA
GAPDH AR
GAPDH TRAP1
GAPDH PRKCI
GAPDH SIAH1
GAPDH GSK3B
GAPDH SET
GAPDH PRKN
GAPDH HSP90AB1
GAPDH HSP90AA1
GAPDH PLD2
GAPDH POU2F1
GAPDH PRDX1
GAPDH TK1
