SGCD DTNA
RPL29 TUBB1
RPL29 MYBBP1A
RPL29 RPL8
RPL29 RPL9
RPL29 SYNCRIP
RPL29 RPS3
RPL29 SART3
RPL29 RPL22
RPL29 SUMO3
RPL29 UPF1
RPL29 RPS10
RPL29 DDX21
RPL29 HNRNPL
RPL29 FXR2
RPL29 U2AF1
RPL29 WDR77
RPL29 EIF4A3
RPL29 CUL4B
RPL29 SYNE1
RPL29 SF3B3
RPL29 GEMIN2
RPL29 DDX20
RPL29 GEMIN4
RPL29 RPL13
RPL29 COPA
RPL29 DICER1
RPL29 U2AF2
RPL29 RC3H1
RPL29 DIMT1
RPL29 MRPS27
RPL29 MOV10
RPL29 HNRNPH2
RPL29 DHX15
RPL29 DHX30
RPL29 PTCD3
RPL29 ZNF326
RPL29 MRPS23
RPL29 MRPS5
RPL29 DHX36
RPL29 PINX1
RPL29 RPS6
RPL29 NOP58
RPL29 UBE2O
RPL29 GCN1
RPL29 TCP1
RPL29 GTF3C1
RPL29 PHF5A
RPL29 KARS1
RPL29 TBL2
RPL29 SF3B2
RPL29 RPLP1
RPL29 RPS16
RPL29 RPS15A
RPL29 RPS26
RPL29 RPS19
RPL29 RPL19
RPL29 RPL14
RPL29 UBA52
RPL29 RPL37A
RPL29 PSTPIP1
RPL29 IGF2BP1
RPL29 RPL26
RPL29 RPL27
RPL29 RPS17
RPL29 RPS24
RPL29 SRPK1
RPL29 NEDD8
RPL29 MAGEB2
RPL29 RPL35A
RPL29 SNU13
RPL29 SLC25A5
RPL29 POLR1A
RPL29 POLR1C
RPL29 RPL15
RPL29 RPL23A
RPL29 RPL27A
RPL29 RPS12
RPL29 RPL36
RPL29 RPL38
RPL29 RPL32
RPL29 BRIX1
RPL29 SYBU
RPL29 EPRS1
RPL29 PRPF3
RPL29 PCBP2
RPL29 SF3B6
RPL29 MRPS2
RPL29 GTPBP4
RPL29 CUL5
RPL29 ARHGEF4
RPL29 DLX4
RPL29 IMMT
RPL29 H2BC14
RPL29 RPL36A
RPL29 MRPS16
RPL29 EIF1B
RPL29 FLG2
RPL29 MRPS15
RPL29 IGF2BP3
RPL29 LYAR
RPL29 DDX47
RPL29 TUFM
RPL29 SLC25A6
RPL29 KRR1
RPL29 RPS4Y1
RPL29 RPS26P25
RPL29 SRP14
RPL29 RPL41
RPL29 FAU
RPL29 GTF3C4
RPL29 SLC25A3
RPL29 RPS18
RPL29 RPL39
RPL29 PAK1IP1
RPL29 HRNR
RPL29 RPS4Y2
RPL29 SCYL2
RPL29 RPL37
RPL29 DDOST
RPL29 RPS29
RPL29 DDX56
RPL29 DDX19B
RPL29 LAS1L
RPL29 SLC4A5
RPL29 TIMP2
RPL29 ACTG2
RPL29 RNF149
RPL29 PABPC3
RPL29 HLA-B
RPL29 DHCR7
RPL29 PWP1
RPL29 RPS27A
RPL29 SCN1A
RPL29 HARS1
RPL29 EEF1A2
RPL29 RPS15
RPL29 CMSS1
RPL29 SRSF10
RPL29 WDR18
RPL29 RSL1D1
RPL29 FBXL13
RPL29 RBM28
RPL29 DDX18
RPL29 H1-3
RPL29 TEX10
RPL29 RPS21
RPL29 ATAD3B
RPL29 EIF2A
RPL29 EMG1
RPL29 C18orf32
RPL29 RPS28
MAPK8 DUSP1
MAPK8 ESR1
MAPK8 MEF2C
MAPK8 CCDC88C
MAPK8 MAPK8IP1
DUSP1 MAPK9
DUSP1 MAPK10
DUSP1 MAPK14
DUSP1 TP53
DUSP1 MAPK1
DUSP1 UBC
DUSP1 HSPA4
DUSP1 SKP2
DUSP1 MAPK3
DUSP1 CKS1B
DUSP1 CUL1
DUSP1 CDC34
DUSP1 AMFR
DUSP1 UBB
DUSP1 UBA52
DUSP1 RPS27A
DUSP1 MAPK12
ESR1 AKT1
ESR1 MAP3K1
ESR1 MAPK9
ESR1 MAPK10
ESR1 MAPK14
ESR1 SMAD4
ESR1 MED1
ESR1 TDG
ESR1 MAPK11
ESR1 TP53
ESR1 CCNT1
ESR1 CREBBP
ESR1 NCOR2
ESR1 SIN3A
ESR1 NCOR1
ESR1 HDAC1
ESR1 HDAC3
ESR1 HDAC2
ESR1 RARA
ESR1 RXRA
ESR1 RB1
ESR1 RELA
ESR1 STAT3
ESR1 JUN
ESR1 UBE2I
ESR1 SP1
ESR1 NR2C1
ESR1 KAT5
ESR1 HDAC7
ESR1 NPM1
ESR1 UBE3A
ESR1 PIAS2
ESR1 RNF4
ESR1 PIAS1
ESR1 CSNK2A1
ESR1 CTNNB1
ESR1 MAPK1
ESR1 EZH2
ESR1 MAPK7
ESR1 EGFR
ESR1 PRKDC
ESR1 PARP1
ESR1 CDK7
ESR1 CDK1
ESR1 AR
ESR1 EP300
ESR1 NCOA1
ESR1 BARD1
ESR1 BRCA1
ESR1 MSH2
ESR1 CDKN1A
ESR1 CDK2
ESR1 IGF1R
ESR1 ARNT
ESR1 PPARGC1B
ESR1 SMARCA4
ESR1 DDX54
ESR1 DNTTIP2
ESR1 NCOA6
ESR1 RBM39
ESR1 SRC
ESR1 NELFB
ESR1 SAFB
ESR1 XBP1
ESR1 PHB2
ESR1 SAFB2
ESR1 AHR
ESR1 MTA1
ESR1 MNAT1
ESR1 SMARCE1
ESR1 FKBP5
ESR1 HSP90AA1
ESR1 HSPA4
ESR1 PTGES3
ESR1 CDC25B
ESR1 MGMT
ESR1 PELP1
ESR1 PRDM2
ESR1 KDM5A
ESR1 ESR1
ESR1 STAT5A
ESR1 NR2F1
ESR1 GTF2H1
ESR1 NCOA2
ESR1 MVP
ESR1 ESR2
ESR1 NRIP1
ESR1 CEBPB
ESR1 CCND1
ESR1 NR0B2
ESR1 POU4F1
ESR1 POU4F2
ESR1 AKAP13
ESR1 TBP
ESR1 NCOA3
ESR1 SHC1
ESR1 TADA3
ESR1 CAV1
ESR1 TRIM24
ESR1 ISL1
ESR1 NCOA7
ESR1 FOXO1
ESR1 PIK3R1
ESR1 BAG1
ESR1 PRMT2
ESR1 SMAD2
ESR1 MED12
ESR1 MED14
ESR1 MED23
ESR1 MED24
ESR1 MED16
ESR1 MED6
ESR1 MED20
ESR1 MED10
ESR1 CCNC
ESR1 RLIM
ESR1 TRAM1
ESR1 TRIM25
ESR1 MUC1
ESR1 STUB1
ESR1 HSPA8
ESR1 HDAC4
ESR1 KLF5
ESR1 SMYD3
ESR1 TOP2B
ESR1 MTA2
ESR1 RBBP7
ESR1 RBBP4
ESR1 LMO4
ESR1 LCOR
ESR1 TAF1B
ESR1 SETD7
ESR1 CITED1
ESR1 GRIP1
ESR1 ATAD2
ESR1 GSN
ESR1 ACTB
ESR1 ACTC1
ESR1 RPL18
ESR1 DDX5
ESR1 RPLP0
ESR1 RPL7A
ESR1 MYL6
ESR1 RPS4X
ESR1 MYO1C
ESR1 DDX3X
ESR1 RPS9
ESR1 RPS8
ESR1 ACTR3
ESR1 ACTR2
ESR1 POLR2A
ESR1 SMURF1
ESR1 ACTN4
ESR1 OTUB1
ESR1 KMT2D
ESR1 RBBP5
ESR1 ASH2L
ESR1 WDR5
ESR1 TUBB1
ESR1 MED25
ESR1 AKT2
ESR1 DDX17
ESR1 TRRAP
ESR1 MPG
ESR1 BCAR1
ESR1 SKIL
ESR1 KDM4B
ESR1 BLOC1S1
ESR1 PGR
ESR1 TAB2
ESR1 UIMC1
ESR1 CBLL1
ESR1 CDK11B
ESR1 SPOP
ESR1 ARID5A
ESR1 RBCK1
ESR1 TSC2
ESR1 HIF1A
ESR1 DHX9
ESR1 HNRNPA1
ESR1 MYBBP1A
ESR1 NAT10
ESR1 NCL
ESR1 RPL8
ESR1 DBN1
ESR1 EIF4A1
ESR1 GNB1
ESR1 GNB2
ESR1 GNB4
ESR1 HNRNPA2B1
ESR1 PPP1CA
ESR1 RPL9
ESR1 SYNCRIP
ESR1 BTF3
ESR1 FHL1
ESR1 PPP5C
ESR1 HEXIM1
ESR1 PAK1
ESR1 RAC3
ESR1 PAGR1
ESR1 BCAS2
ESR1 PIK3CA
ESR1 HSPB1
ESR1 PFN1
ESR1 CBR1
ESR1 SKP2
ESR1 ALYREF
ESR1 CCT2
ESR1 PPP2R1A
ESR1 BCAS3
ESR1 FOXK2
ESR1 HECTD1
ESR1 UBE3C
ESR1 TXNRD1
ESR1 FBXO45
ESR1 BCOR
ESR1 DCAF1
ESR1 MTOR
ESR1 WBP2
ESR1 FOXA1
ESR1 HSPA1A
ESR1 EPAS1
ESR1 PBXIP1
ESR1 SFR1
ESR1 NFKB1
ESR1 SMARCB1
ESR1 PRKACA
ESR1 PSMC5
ESR1 COPS5
ESR1 PRPF6
ESR1 LCK
ESR1 GRB2
ESR1 YWHAH
ESR1 CDK4
ESR1 PSMB9
ESR1 SLC9A3R1
ESR1 CSNK2A2
ESR1 TUBB
ESR1 GSK3B
ESR1 ABL1
ESR1 SOS1
ESR1 CYP1B1
ESR1 GADD45B
ESR1 CRHBP
ESR1 POU2F1
ESR1 PIAS3
ESR1 WDR5B
ESR1 CUEDC2
ESR1 PPP1CC
ESR1 JUND
ESR1 MAPK13
ESR1 USF1
ESR1 HDAC5
ESR1 CALM3
ESR1 DAP3
ESR1 CSNK2B
ESR1 CEBPA
ESR1 BCL3
ESR1 MAPK6
ESR1 TAS2R64P
ESR1 WIPI1
ESR1 FHL2
ESR1 BDNF
ESR1 PPID
ESR1 VAV3
ESR1 CCNH
ESR1 SMARCC2
ESR1 CENPT
ESR1 HTATIP2
ESR1 FKBP4
ESR1 REXO4
ESR1 MAPK4
ESR1 NR1H4
ESR1 RPS6KA5
ESR1 PRKACB
ESR1 THRB
ESR1 STRN
ESR1 POU2F2
ESR1 PTMA
ESR1 PPARGC1A
ESR1 BAZ1B
ESR1 SMARCD1
ESR1 ARHGEF15
ESR1 EBAG9
ESR1 NOS3
ESR1 PAK6
ESR1 HDAC9
ESR1 THRA
ESR1 RPS6KA2
ESR1 POLR1B
ESR1 PRKACG
ESR1 CDK5
ESR1 NCOA4
ESR1 USP47
ESR1 CDK9
ESR1 CALM2
ESR1 ITGB3BP
ESR1 LDB1
ESR1 CHD3
ESR1 FLII
ESR1 RPS6KA3
ESR1 CDK8
ESR1 EIF3I
ESR1 HSPB2
ESR1 TF
ESR1 HOXA10
ESR1 TCF20
ESR1 MKNK2
ESR1 GADD45G
ESR1 RPS6KA1
ESR1 MED13
ESR1 APOE
ESR1 MED7
ESR1 RPS6KB1
ESR1 RBM23
ESR1 NR0B1
ESR1 FOXO4
ESR1 RGS3
ESR1 HSP90AA2P
ESR1 PTPN6
ESR1 FOXO3
ESR1 NSD1
ESR1 RBFOX2
ESR1 MED21
ESR1 GADD45A
ESR1 CDK6
ESR1 RNF14
ESR1 TAF10
ESR1 PDLIM1
ESR1 SP3
ESR1 CHD9
ESR1 SMAD3
ESR1 PIK3R3
ESR1 TAP1
ESR1 HNF4A
ESR1 PTEN
ESR1 LINC00312
ESR1 MTA3
ESR1 MMS19
ESR1 CHUK
ESR1 NR2F6
ESR1 NQO1
ESR1 NR2C2
ESR1 ERBB2
ESR1 TRIM59
ESR1 MAPKAPK2
ESR1 PRMT1
ESR1 ESRRA
ESR1 TGFA
ESR1 GNAI1
ESR1 SVIL
ESR1 TNFRSF14
ESR1 HSP90AB1
ESR1 COX7A2L
ESR1 SLC30A9
ESR1 TUBA1B
ESR1 MAPK3
ESR1 AKT3
ESR1 PNRC2
ESR1 YWHAQ
ESR1 MAPK12
ESR1 TRIP4
ESR1 CALM1
ESR1 SREBF1
ESR1 RFX4
ESR1 GTF2B
ESR1 SMARCA2
ESR1 MED17
ESR1 SRA1
ESR1 TRIM28
ESR1 IKBKE
ESR1 SNURF
ESR1 ZBTB17
ESR1 JUNB
ESR1 PTPN1
ESR1 KAT2A
MEF2C MAPK9
MEF2C MAPK10
MEF2C MAPK14
MEF2C MAPK11
MEF2C SP1
MEF2C HDAC7
MEF2C CSNK2A1
MEF2C MAPK1
MEF2C SIRT1
MEF2C MAPK7
MEF2C CDK1
MEF2C MYOD1
MEF2C EP300
MEF2C COPS5
MEF2C EPAS1
MEF2C MEF2D
MEF2C SMAD2
MEF2C TCF3
MEF2C NOTCH1
MEF2C SREBF1
MEF2C GATA4
MEF2C NCOA2
MEF2C CCNB1
MEF2C YWHAZ
MEF2C MAPK3
MEF2C YWHAQ
MEF2C HNRNPK
MEF2C GOLGA2
MEF2C CBX3
MEF2C HNRNPA2B1
MEF2C TAF1
MEF2C HDAC4
MEF2C HDAC5
MEF2C PRKACA
MEF2C SPTBN1
MEF2C ZNF423
MEF2C SREBF2
MEF2C CCDC57
MEF2C MYOG
MEF2C CSNK2A2
MEF2C USP25
MEF2C FTH1
MEF2C GTF2F2
MEF2C MAPK6
MEF2C HDAC9
MEF2C C1QBP
MEF2C TWIST2
MEF2C TJP1
MEF2C ST13
MEF2C KIDINS220
MEF2C CIT
MEF2C MAPK12
MEF2C RANBP9
MEF2C SF3A3
MEF2C TFCP2
MEF2C CALCOCO2
MEF2C LAMA4
MEF2C TRIP6
MEF2C VGLL4
MEF2C ASCL1
MEF2C TEAD1
MEF2C ACLY
MEF2C MYO18A
MEF2C KMT2C
MEF2C SAMM50
MEF2C MAPK13
MEF2C SOX18
MEF2C IFRD1
MEF2C ZNF91
MEF2C LRRC37A
MEF2C BCO1
MEF2C DMAC1
MEF2C CPT1B
MEF2C CD9
MEF2C SPARC
MEF2C USF2
MEF2C FAM13A
MEF2C SRFBP1
MEF2C MAML3
MEF2C MEF2C
MEF2C VGLL2
MEF2C MAPK4
AKT1 PDE3B
AKT1 RPS3
AKT1 UXS1
AKT1 MAPK8IP1
PDE3B YWHAB
PDE3B PRKACA
PDE3B PRKACB
PDE3B LNX1
PDE3B ADCY8
PDE3B ADCY1
PDE3B ADCY5
PDE3B GUCY1B1
PDE3B GUCY1A2
PDE3B PRKACG
PDE3B ADCY3
PDE3B NPR2
PDE3B GUCY2C
PDE3B HPGDS
PDE3B GUCY1A1
PDE3B ADCY6
PDE3B ADCY2
PDE3B NPR1
PDE3B ADCY4
PDE3B GUCY2F
PDE3B GUCY1B2
PDE3B GUCY2D
PDE3B ADCY7
PDE3B ADCY9
PDE3B ADCY10
RPS3 ARRB2
RPS3 MAP3K7
RPS3 RPL11
RPS3 TP53
RPS3 SUMO1
RPS3 RELA
RPS3 NPM1
RPS3 PIAS2
RPS3 H2AX
RPS3 PIAS1
RPS3 CSNK2A1
RPS3 MAPK1
RPS3 SIRT1
RPS3 MCM4
RPS3 MCM5
RPS3 HNRNPUL1
RPS3 CDC5L
RPS3 HNRNPF
RPS3 NFKB1
RPS3 PELP1
RPS3 GNL3
RPS3 RPS9
RPS3 NFKB2
RPS3 NAE1
RPS3 HSPD1
RPS3 YWHAG
RPS3 UBE2M
RPS3 LRRC59
RPS3 CUL2
RPS3 HNRNPU
RPS3 PCNA
RPS3 VHL
RPS3 H2AC4
RPS3 H2BC21
RPS3 RPS6KB2
RPS3 CDK2
RPS3 DDB1
RPS3 DDIT3
RPS3 ILF2
RPS3 YWHAZ
RPS3 FBL
RPS3 MAPK3
RPS3 YWHAQ
RPS3 NCL
RPS3 NFKBIA
RPS3 GRB2
RPS3 TNFRSF1A
RPS3 HNRNPC
RPS3 MRPS22
RPS3 TRAF1
RPS3 RUVBL2
RPS3 RPL31
RPS3 DHX9
RPS3 PABPC1
RPS3 TARS1
RPS3 SNRNP200
RPS3 YBX1
RPS3 RPSA
RPS3 HSP90AA1
RPS3 EBNA1BP2
RPS3 NAT10
RPS3 RPL21
RPS3 RPL28
RPS3 RPL34
RPS3 RPS13
RPS3 NDRG1
RPS3 HERC5
RPS3 HSP90AB1
RPS3 RPLP2
RPS3 HNRNPA1
RPS3 ELAVL1
RPS3 FMR1
RPS3 PHB
RPS3 CUL4A
RPS3 PSMD2
RPS3 RPS4X
RPS3 SSRP1
RPS3 SF3B1
RPS3 ILF3
RPS3 FXR1
RPS3 MATR3
RPS3 ERCC4
RPS3 CUL1
RPS3 YWHAH
RPS3 PRMT5
RPS3 MCF2L
RPS3 TRAF2
RPS3 IKBKG
RPS3 PHB2
RPS3 CUL3
RPS3 ATP5F1C
RPS3 RBM10
RPS3 IPO9
RPS3 DNAJA2
RPS3 RPN1
RPS3 ATP1A1
RPS3 NOP56
RPS3 PPP2R1A
RPS3 RPL5
RPS3 RPL30
RPS3 RPL7A
RPS3 EEF2
RPS3 RPS8
RPS3 RPL4
RPS3 RPL12
RPS3 RPL18A
RPS3 RPS3A
RPS3 RPS23
RPS3 RPS5
RPS3 RPL18
RPS3 RPLP0
RPS3 MYBBP1A
RPS3 RPL8
RPS3 RPL9
RPS3 SYNCRIP
RPS3 RPLP1
RPS3 BYSL
RPS3 RPS26
RPS3 PPID
RPS3 RPL23A
RPS3 RPL15
RPS3 RPS10
RPS3 MEPCE
RPS3 RPL13
RPS3 RPL14
RPS3 RPL19
RPS3 RPL37A
RPS3 RPS15A
RPS3 RPS16
RPS3 RPS19
RPS3 RPS24
RPS3 RPS28
RPS3 RPS6
RPS3 RPL27A
RPS3 RPS12
RPS3 RPL22
RPS3 RPS17
RPS3 RPS15
RPS3 RPL32
RPS3 RPS21
RPS3 RPS29
RPS3 RPS18
RPS3 RPL26
RPS3 RC3H1
RPS3 RNF138
RPS3 DLX4
RPS3 UPF1
RPS3 IMMT
RPS3 RPL36A
RPS3 WDR77
RPS3 MRPS16
RPS3 DHX30
RPS3 PHF5A
RPS3 EPRS1
RPS3 PRPF3
RPS3 MRPS15
RPS3 TBL2
RPS3 HNRNPL
RPS3 DDX20
RPS3 SLC4A5
RPS3 C18orf32
RPS3 MAP3K14
RPS3 POLR1C
RPS3 SLC25A6
RPS3 SRSF10
RPS3 SLC25A3
RPS3 CUL4B
RPS3 SF3B3
RPS3 SYNE1
RPS3 SF3B6
RPS3 GEMIN4
RPS3 EEF1A2
RPS3 HARS1
RPS3 DHX36
RPS3 RPL35A
RPS3 ATAD3B
RPS3 PCBP2
RPS3 MOV10
RPS3 DICER1
RPS3 GTF3C1
RPS3 SF3B2
RPS3 DDOST
RPS3 DDX18
RPS3 RPL39
RPS3 EMG1
RPS3 DIMT1
RPS3 KARS1
RPS3 MRPS5
RPS3 RPL38
RPS3 SLC25A5
RPS3 POLR1A
RPS3 TARBP2
RPS3 SLC25A4
RPS3 HRNR
RPS3 GEMIN2
RPS3 DHX15
RPS3 STOML2
RPS3 ZNF326
RPS3 EIF4A3
RPS3 RPL36
RPS3 RPS26P25
RPS3 LYAR
RPS3 IGF2BP3
RPS3 RSL1D1
RPS3 RBM4
RPS3 FBXL13
RPS3 RPL41
RPS3 RPL27
RPS3 TRADD
RPS3 PDCD1
RPS3 SCN1A
RPS3 MAPK13
RPS3 SSR1
RPS3 LAS1L
RPS3 CMSS1
RPS3 UBA52
RPS3 TCP1
RPS3 PAK1IP1
RPS3 SART3
RPS3 MRPS27
RPS3 RPS4Y2
RPS3 FLG2
RPS3 AGO1
RPS3 MRPS2
RPS3 DHCR7
RPS3 PTCD3
RPS3 SUMO3
RPS3 IGF2BP1
RPS3 EIF2A
RPS3 RPL37
RPS3 ARHGEF4
RPS3 TNFRSF1B
RPS3 DDX47
RPS3 MRPS23
RPS3 COPA
RPS3 GTF3C4
RPS3 FAU
RPS3 FXR2
RPS3 TMEM33
RPS3 CUL5
RPS3 RPS27L
RPS3 TEX10
RPS3 SLC25A13
RPS3 RPS27A
RPS3 PABPC3
RPS3 RPS4Y1
RPS3 GTPBP4
RPS3 KRR1
RPS3 GCN1
RPS3 WDR18
RPS3 RNF149
RPS3 DDX19B
RPS3 HNRNPH2
RPS3 NEDD8
RPS3 LTV1
MAP3K4 UBA52
MAP3K4 RPS27A
MAP3K4 PTK2B
UBA52 ARRB2
UBA52 MAP3K1
UBA52 ITCH
UBA52 MAP3K3
UBA52 MAP3K7
UBA52 NBR1
UBA52 SMAD4
UBA52 DAXX
UBA52 RPL11
UBA52 TP53
UBA52 RELA
UBA52 JUN
UBA52 NPM1
UBA52 H2AX
UBA52 USP7
UBA52 MYC
UBA52 EGFR
UBA52 GATA1
UBA52 WRN
UBA52 SRC
UBA52 CDKN1A
UBA52 RPS9
UBA52 NFKB2
UBA52 HDAC6
UBA52 GGA3
UBA52 GGA1
UBA52 ASAP1
UBA52 RNF11
UBA52 HSPA8
UBA52 HGS
UBA52 YWHAG
UBA52 UBQLN1
UBA52 COPS5
UBA52 VCP
UBA52 MUL1
UBA52 SH3KBP1
UBA52 KLF5
UBA52 MEF2D
UBA52 SMAD2
UBA52 TSG101
UBA52 SMAD1
UBA52 DTX1
UBA52 ATXN3
UBA52 JUNB
UBA52 YWHAZ
UBA52 ARRB1
UBA52 POLI
UBA52 FAF2
UBA52 NEDD4
UBA52 TRAF6
UBA52 ARRDC3
UBA52 NFKBIA
UBA52 GRB2
UBA52 KHDRBS1
UBA52 TNFRSF1A
UBA52 CSF3R
UBA52 STAMBP
UBA52 ASAP2
UBA52 UBASH3B
UBA52 ACTB
UBA52 WWP2
UBA52 BRCC3
UBA52 UBE2D3
UBA52 COMMD1
UBA52 TRAF1
UBA52 MYO6
UBA52 RPL31
UBA52 YBX1
UBA52 RPSA
UBA52 XIAP
UBA52 RPL21
UBA52 RPL28
UBA52 RPL34
UBA52 RPS13
UBA52 OTUB1
UBA52 RHOA
UBA52 RPLP2
UBA52 SMURF1
UBA52 MCM7
UBA52 MDM4
UBA52 ORC1
UBA52 CDC6
UBA52 VPS28
UBA52 LITAF
UBA52 TAX1BP1
UBA52 RPS4X
UBA52 YWHAB
UBA52 TRAF2
UBA52 SPDYA
UBA52 IKBKG
UBA52 STAM
UBA52 DAZAP2
UBA52 STAM2
UBA52 FAM168A
UBA52 SMURF2
UBA52 WWP1
UBA52 TGFBR1
UBA52 SQSTM1
UBA52 EIF3F
UBA52 RALBP1
UBA52 OTUD7B
UBA52 NCK1
UBA52 UBASH3A
UBA52 RABGEF1
UBA52 TAB1
UBA52 TGM2
UBA52 BMI1
UBA52 TAB2
UBA52 POLH
UBA52 POLL
UBA52 ING1
UBA52 KLF1
UBA52 NFATC4
UBA52 RAD23A
UBA52 RPL5
UBA52 RPL30
UBA52 RPL7A
UBA52 RPS8
UBA52 RPL4
UBA52 RPL12
UBA52 RPL18A
UBA52 RPS3A
UBA52 RPS23
UBA52 RPS5
UBA52 MED10
UBA52 RPL18
UBA52 RPLP0
UBA52 RPL8
UBA52 RPL9
UBA52 CASP8
UBA52 RELB
UBA52 SLC2A4
UBA52 RIPK3
UBA52 RPL22
UBA52 CFTR
UBA52 MAPK6
UBA52 UBQLN2
UBA52 RPS10
UBA52 FSHR
UBA52 PSMD4
UBA52 TBK1
UBA52 TRADD
UBA52 RCHY1
UBA52 MED15
UBA52 RPL13
UBA52 UCHL1
UBA52 NFKBIB
UBA52 UCHL3
UBA52 MARCHF5
UBA52 SFPQ
UBA52 DHX30
UBA52 RPS6
UBA52 UBE2O
UBA52 ICAM1
UBA52 RAP1B
UBA52 RPLP1
UBA52 RPS16
UBA52 RPS15A
UBA52 RPS26
UBA52 RPS19
UBA52 RPL19
UBA52 RPL14
UBA52 RPS27A
UBA52 RPL36A
UBA52 RPS24
UBA52 C18orf32
UBA52 UBXN7
UBA52 RAD23B
UBA52 RPS12
UBA52 RPL26
UBA52 RPL35A
UBA52 IRAK1
UBA52 RPS18
UBA52 RPL39
UBA52 MALT1
UBA52 IKBKE
UBA52 RPL38
UBA52 GRK2
UBA52 RPL27A
UBA52 RPS17
UBA52 LAPTM5
UBA52 RPS15
UBA52 MED29
UBA52 RPL15
UBA52 PDCD2
UBA52 HERC3
UBA52 ADAM19
UBA52 ZFAND5
UBA52 RYBP
UBA52 PSMD5
UBA52 RNF20
UBA52 RPL36
UBA52 ERN1
UBA52 RPL41
UBA52 RPS29
UBA52 DLGAP4
UBA52 RPS4Y1
UBA52 NPLOC4
UBA52 RPL32
UBA52 RPL37
UBA52 DDX58
UBA52 DNAJB2
UBA52 UBA52
UBA52 ACVR1
UBA52 RPS4Y2
UBA52 RPS21
UBA52 RNF168
UBA52 FAU
UBA52 NEDD8
UBA52 MED9
UBA52 TNFRSF1B
UBA52 RPL27
UBA52 RPS28
UBA52 RNF43
UBA52 CCDC50
UBA52 FIS1
UBA52 BMPR1B
UBA52 RPL23A
UBA52 RPL37A
UBA52 DENR
UBA52 ZNF385A
UBA52 PLEKHB2
UBA52 EPN2
UBA52 DESI1
UBA52 PLSCR4
UBA52 MTURN
RPS27A ARRB2
RPS27A MAP3K1
RPS27A ITCH
RPS27A MAP3K3
RPS27A MAP3K7
RPS27A NBR1
RPS27A SMAD4
RPS27A DAXX
RPS27A RPL11
RPS27A TP53
RPS27A RELA
RPS27A JUN
RPS27A NPM1
RPS27A H2AX
RPS27A USP7
RPS27A MYC
RPS27A EGFR
RPS27A GATA1
RPS27A WRN
RPS27A ERBB2
RPS27A SRC
RPS27A CDKN1A
RPS27A DNMT1
RPS27A RPS9
RPS27A NFKB2
RPS27A HDAC6
RPS27A GGA3
RPS27A GGA1
RPS27A ASAP1
RPS27A UBC
RPS27A RNF11
RPS27A HSPA8
RPS27A HGS
RPS27A YWHAG
RPS27A UBQLN1
RPS27A COPS5
RPS27A VCP
RPS27A MUL1
RPS27A SH3KBP1
RPS27A KLF5
RPS27A SMAD2
RPS27A TSG101
RPS27A SMAD1
RPS27A DTX1
RPS27A ATXN3
RPS27A JUNB
RPS27A YWHAZ
RPS27A TRIM25
RPS27A ARRB1
RPS27A POLI
RPS27A FAF2
RPS27A NEDD4
RPS27A TRAF6
RPS27A NFKBIA
RPS27A GRB2
RPS27A TNFRSF1A
RPS27A CSF3R
RPS27A STAMBP
RPS27A MAP4K3
RPS27A ASAP2
RPS27A UBASH3B
RPS27A ACTB
RPS27A WWP2
RPS27A BRCC3
RPS27A COMMD1
RPS27A TRAF1
RPS27A MYO6
RPS27A RPL31
RPS27A UBE2D2
RPS27A UBE2E3
RPS27A YBX1
RPS27A RPSA
RPS27A XIAP
RPS27A RPL21
RPS27A RPL28
RPS27A RPL34
RPS27A RPS13
RPS27A OTUB1
RPS27A RHOA
RPS27A USP9X
RPS27A CDK5R1
RPS27A RPLP2
RPS27A SMURF1
RPS27A MCM7
RPS27A MDM4
RPS27A ORC1
RPS27A CDC6
RPS27A VPS28
RPS27A LITAF
RPS27A TAX1BP1
RPS27A RPS4X
RPS27A YWHAB
RPS27A TRAF2
RPS27A SPDYA
RPS27A IKBKG
RPS27A PSMA6
RPS27A STAM
RPS27A DAZAP2
RPS27A STAM2
RPS27A FAM168A
RPS27A SMURF2
RPS27A WWP1
RPS27A TGFBR1
RPS27A SQSTM1
RPS27A EIF3F
RPS27A RALBP1
RPS27A OTUD7B
RPS27A UBASH3A
RPS27A RABGEF1
RPS27A TAB1
RPS27A TGM2
RPS27A BMI1
RPS27A TAB2
RPS27A POLH
RPS27A POLL
RPS27A MCL1
RPS27A ING1
RPS27A KLF1
RPS27A NFE2
RPS27A NFATC4
RPS27A RAD23A
RPS27A RPL5
RPS27A RPL30
RPS27A RPL7A
RPS27A RPS8
RPS27A RPL4
RPS27A RPL12
RPS27A RPL18A
RPS27A RPS3A
RPS27A RPS23
RPS27A RPS5
RPS27A MED10
RPS27A RPL18
RPS27A RPLP0
RPS27A RPL8
RPS27A RPL9
RPS27A CASP8
RPS27A UBA2
RPS27A RELB
RPS27A RIPK3
RPS27A PTEN
RPS27A RPL22
RPS27A CFTR
RPS27A UBQLN2
RPS27A RPS10
RPS27A FSHR
RPS27A PSMD4
RPS27A TBK1
RPS27A TRADD
RPS27A RCHY1
RPS27A MED15
RPS27A RPL13
RPS27A UCHL1
RPS27A NFKBIB
RPS27A UCHL3
RPS27A MARCHF5
RPS27A PINK1
RPS27A SFPQ
RPS27A DHX30
RPS27A RPS6
RPS27A PPP2R2B
