SGCD DTNA
RPS11 SLC25A5
RPS11 KARS1
RPS11 DDX56
RPS11 RPS21
RPS11 RPS27A
RPS11 RPS4Y2
RPS11 RPL41
RPS11 PINX1
RPS11 SCN1A
RPS11 RPL13
RPS11 PWP1
RPS11 RPL27A
RPS11 RPS26P25
RPS11 RPS4Y1
RPS11 WRAP73
RPS11 RPL27
RPS11 NDN
RPS11 RPL39
RPS11 NOP58
RPS11 RELB
RPS11 RSL1D1
RPL10A MAP3K1
RPL10A RPL11
RPL10A TP53
RPL10A NPM1
RPL10A PIAS2
RPL10A H2AX
RPL10A PIAS1
RPL10A MCM4
RPL10A MCM5
RPL10A PELP1
RPL10A GNL3
RPL10A RPS9
RPL10A NAE1
RPL10A YWHAG
RPL10A UBE2M
RPL10A CUL2
RPL10A LUC7L2
RPL10A HNRNPU
RPL10A PCNA
RPL10A NAP1L1
RPL10A H2AC4
RPL10A H2BC21
RPL10A DDB1
RPL10A ILF2
RPL10A YWHAZ
RPL10A TRIM25
RPL10A NOLC1
RPL10A TCOF1
RPL10A FBL
RPL10A NCL
RPL10A HNRNPC
RPL10A RPL31
RPL10A DHX9
RPL10A PABPC1
RPL10A TARS1
RPL10A YBX1
RPL10A RPSA
RPL10A EBNA1BP2
RPL10A RPL21
RPL10A RPL28
RPL10A RPL34
RPL10A RPS27
RPL10A RPS13
RPL10A TOP1
RPL10A HERC5
RPL10A RPLP2
RPL10A HNRNPA1
RPL10A HNRNPM
RPL10A CUL4A
RPL10A PSMD2
RPL10A TUBA1A
RPL10A RPS4X
RPL10A SSRP1
RPL10A ILF3
RPL10A FXR1
RPL10A MATR3
RPL10A ERCC4
RPL10A CUL1
RPL10A YWHAH
RPL10A PRMT5
RPL10A PHB2
RPL10A CUL3
RPL10A LARP7
RPL10A H1-10
RPL10A NOP56
RPL10A RPL5
RPL10A RPL30
RPL10A RPL7A
RPL10A EEF2
RPL10A RPS8
RPL10A RPS26
RPL10A RPL9
RPL10A RPL23
RPL10A RPL23A
RPL10A RPS3A
RPL10A RPL18A
RPL10A DCC
RPL10A PPP1CC
RPL10A RPL15
RPL10A RPS3
RPL10A RPS19
RPL10A RPS6
RPL10A RPL10
RPL10A RPL14
RPL10A RPL12
RPL10A RPS16
RPL10A RPL13
RPL10A RPS2
RPL10A RPLP0
RPL10A RPL4
RPL10A RPL18
RPL10A RPL22
RPL10A RPL19
RPL10A RPL37A
RPL10A RPL8
RPL10A RPS15A
RPL10A RPS23
RPL10A RPS5
RPL10A RPS12
RPL10A RPL10L
RPL10A RGS17
RPL10A RPL26L1
RPL10A H2BC14
RPL10A RPL36A
RPL10A RPS24
RPL10A DHX30
RPL10A RPL29
RPL10A PRPF3
RPL10A RPS27L
RPL10A RSL1D1
RPL10A SUMO3
RPL10A RPS4Y1
RPL10A RPL35A
RPL10A ACTG2
RPL10A SRPK1
RPL10A DDX21
RPL10A NEDD8
RPL10A EMG1
RPL10A RPS15
RPL10A EEF1A2
RPL10A HARS1
RPL10A U2AF1
RPL10A RPS27A
RPL10A SCYL2
RPL10A SRP14
RPL10A RPS17
RPL10A RBM4
RPL10A RPL37
RPL10A H1-3
RPL10A RPL27
RPL10A KARS1
RPL10A MYBBP1A
RPL10A GEMIN4
RPL10A CUL5
RPL10A RPS21
RPL10A CUL4B
RPL10A RPS29
RPL10A BRIX1
RPL10A U2AF2
RPL10A SF3B3
RPL10A SYNE1
RPL10A IGF2BP1
RPL10A MAP3K14
RPL10A RPL38
RPL10A RPS10
RPL10A NOP58
RPL10A RPL32
RPL10A UBA52
RPL10A DDX19B
RPL10A STOML2
RPL10A RPS28
RPL10A RPS18
RPL10A C18orf32
RPL10A RPL39
RPL10A EIF2A
RPL10A FAU
RPL10A SCN1A
RPL10A RPL27A
RPL10A TUFM
RPL10A PWP1
RPL10A RRP1B
RPL10A ARHGEF4
RPL10A SLC25A5
RPL10A RPL41
RPL10A LYAR
RPL10A RPS26P25
RPL10A RBM28
RPL10A SNU13
RPL10A TUBB1
RPL10A RPL26
RPL10A RPS4Y2
RPL10A GCN1
RPL10A DICER1
RPL10A RPL36
RPL10A RPLP1
RPL10 MAP3K1
RPL10 RPL11
RPL10 SP1
RPL10 NPM1
RPL10 HNRNPF
RPL10 SRC
RPL10 PELP1
RPL10 GNL3
RPL10 RPS9
RPL10 LRRC59
RPL10 PSEN1
RPL10 LUC7L2
RPL10 CREB1
RPL10 HNRNPU
RPL10 NAP1L1
RPL10 PRKCA
RPL10 ILF2
RPL10 NOLC1
RPL10 TCOF1
RPL10 FBL
RPL10 NCL
RPL10 GRB2
RPL10 FYN
RPL10 HNRNPC
RPL10 CHD3
RPL10 MRPS22
RPL10 RPL31
RPL10 DHX9
RPL10 PABPC1
RPL10 SNRNP200
RPL10 YBX1
RPL10 RPSA
RPL10 EBNA1BP2
RPL10 NAT10
RPL10 RPL21
RPL10 RPL28
RPL10 RPL34
RPL10 RPS27
RPL10 RPS13
RPL10 TOP1
RPL10 HSP90AB1
RPL10 RPLP2
RPL10 HNRNPA1
RPL10 HNRNPM
RPL10 ELAVL1
RPL10 FMR1
RPL10 PHB
RPL10 TUBA1A
RPL10 RPS4X
RPL10 SF3B1
RPL10 STAU1
RPL10 ILF3
RPL10 MATR3
RPL10 PRMT5
RPL10 MCF2L
RPL10 PHB2
RPL10 ATP5F1C
RPL10 TAB1
RPL10 RPN1
RPL10 LYN
RPL10 H1-10
RPL10 HCK
RPL10 RPL5
RPL10 RPL30
RPL10 RPL7A
RPL10 EEF2
RPL10 RPS8
RPL10 RPL4
RPL10 RPL12
RPL10 RPL17
RPL10 RPL18A
RPL10 RPS3A
RPL10 RPS2
RPL10 RPS23
RPL10 RPS5
RPL10 RPL18
RPL10 RPLP0
RPL10 TUBB1
RPL10 MYBBP1A
RPL10 RPL8
RPL10 RPL9
RPL10 SYNCRIP
RPL10 YES1
RPL10 RPS3
RPL10 MEPCE
RPL10 SART3
RPL10 RPL22
RPL10 MAPK6
RPL10 UPF1
RPL10 RPS10
RPL10 DDX21
RPL10 HNRNPL
RPL10 FXR2
RPL10 U2AF1
RPL10 WDR77
RPL10 EIF4A3
RPL10 SYNE1
RPL10 SF3B3
RPL10 GEMIN2
RPL10 GEMIN4
RPL10 RPL13
RPL10 COPA
RPL10 DICER1
RPL10 U2AF2
RPL10 DIMT1
RPL10 MRPS27
RPL10 MOV10
RPL10 HNRNPH2
RPL10 DHX15
RPL10 DHX30
RPL10 PTCD3
RPL10 ZNF326
RPL10 MRPS23
RPL10 MRPS5
RPL10 DHX36
RPL10 RPS6
RPL10 NOP58
RPL10 TCP1
RPL10 GTF3C1
RPL10 PHF5A
RPL10 TBL2
RPL10 SF3B2
RPL10 RPLP1
RPL10 RPS16
RPL10 RPS15A
RPL10 RPS26
RPL10 RPL23
RPL10 RPS19
RPL10 RPL19
RPL10 RPL14
RPL10 UBA52
RPL10 RPL37A
RPL10 IGF2BP1
RPL10 RPL26
RPL10 RPL27
RPL10 RPS17
RPL10 RPS24
RPL10 SRPK1
RPL10 TBPL1
RPL10 RPL35A
RPL10 SNU13
RPL10 SLC25A5
RPL10 POLR1A
RPL10 POLR1C
RPL10 RPL15
RPL10 RPL23A
RPL10 RPL27A
RPL10 RPS12
RPL10 RPL36
RPL10 RPS21
RPL10 RPL38
RPL10 AAMP
RPL10 RPS18
RPL10 DLX4
RPL10 IMMT
RPL10 H2BC14
RPL10 RPL36A
RPL10 MRPS16
RPL10 RPL29
RPL10 EPRS1
RPL10 MRPS15
RPL10 H1-3
RPL10 C18orf32
RPL10 RBM28
RPL10 MAP3K14
RPL10 SRSF10
RPL10 SLC25A3
RPL10 FAU
RPL10 BRIX1
RPL10 RPS15
RPL10 RPS4Y2
RPL10 FBXL13
RPL10 SRP14
RPL10 KRR1
RPL10 RSL1D1
RPL10 PAK1IP1
RPL10 RPL10
RPL10 RPS29
RPL10 SF3B6
RPL10 TEX10
RPL10 RPS26P25
RPL10 FLG2
RPL10 PABPC3
RPL10 GTF3C4
RPL10 DDX47
RPL10 WDR18
RPL10 RPS28
RPL10 DDX18
RPL10 ACTG2
RPL10 RPL39
RPL10 PWP1
RPL10 RPS27A
RPL10 PCBP2
RPL10 RPL32
RPL10 RPL41
RPL10 SCYL2
RPL10 IGF2BP3
RPL10 RPL37
RPL10 LAS1L
RPL10 GTPBP4
RPL10 ATAD3B
RPL10 RPS4Y1
RPL10 TUFM
RPL10 MRPS2
RPL10 LYAR
RPL17 RPL11
RPL17 NPM1
RPL17 HNRNPF
RPL17 PELP1
RPL17 GNL3
RPL17 RPS9
RPL17 LRRC59
RPL17 HNRNPU
RPL17 ILF2
RPL17 FBL
RPL17 NCL
RPL17 HNRNPC
RPL17 MRPS22
RPL17 RUVBL2
RPL17 RPL31
RPL17 DHX9
RPL17 PABPC1
RPL17 SNRNP200
RPL17 YBX1
RPL17 EBNA1BP2
RPL17 NAT10
RPL17 RPL21
RPL17 RPL28
RPL17 RPS13
RPL17 HSP90AB1
RPL17 ELAVL1
RPL17 FMR1
RPL17 PHB
RPL17 RPS4X
RPL17 SF3B1
RPL17 STAU1
RPL17 ILF3
RPL17 MATR3
RPL17 PRMT5
RPL17 MCF2L
RPL17 PHB2
RPL17 ATP5F1C
RPL17 RBM10
RPL17 RPN1
RPL17 RPL5
RPL17 RPL7A
RPL17 RPS8
RPL17 RPL4
RPL17 RPL12
RPL17 RPL9
RPL17 RPL23
RPL17 RPL23A
RPL17 RPS3A
RPL17 RPL15
RPL17 RPS3
RPL17 RPS6
RPL17 RPL26
RPL17 RPS2
RPL17 RPL18
RPL17 RPL8
RPL17 RPS15A
RPL17 RPS5
RPL17 RPS23
RPL17 RPL19
RPL17 RPL32
RPL17 DLX4
RPL17 UPF1
RPL17 IMMT
RPL17 WDR77
RPL17 MRPS16
RPL17 DHX30
RPL17 PHF5A
RPL17 RPL29
RPL17 EPRS1
RPL17 RPL18A
RPL17 MRPS15
RPL17 TBL2
RPL17 HNRNPL
RPL17 DDX20
RPL17 SLC4A5
RPL17 POLR1C
RPL17 SLC25A6
RPL17 SRSF10
RPL17 SYNCRIP
RPL17 SLC25A3
RPL17 SF3B3
RPL17 SYNE1
RPL17 SF3B6
RPL17 GEMIN4
RPL17 DHX36
RPL17 RPL35A
RPL17 ATAD3B
RPL17 PCBP2
RPL17 MOV10
RPL17 DICER1
RPL17 GTF3C1
RPL17 SF3B2
RPL17 DDOST
RPL17 DDX18
RPL17 RPS18
RPL17 DIMT1
RPL17 MRPS5
RPL17 RPL38
RPL17 SLC25A5
RPL17 POLR1A
RPL17 HRNR
RPL17 RPL27A
RPL17 GEMIN2
RPL17 DHX15
RPL17 ZNF326
RPL17 EIF4A3
RPL17 MYBBP1A
RPL17 SART3
RPL17 DDX47
RPL17 GTPBP4
RPL17 LAS1L
RPL17 PABPC3
RPL17 RPS26P25
RPL17 IGF2BP1
RPL17 FXR2
RPL17 KRR1
RPL17 SNUPN
RPL17 WDR18
RPL17 MRPS23
RPL17 MRPS27
RPL17 PTCD3
RPL17 MRPS2
RPL17 FLG2
RPL17 CMSS1
RPL17 LYAR
RPL17 RPLP0
RPL17 TEX10
RPL17 RPL14
RPL17 TCP1
RPL17 RNF149
RPL17 COPA
RPL17 IGF2BP3
RPL17 RPL13
RPL17 RPL37A
RPL17 PPP2R2B
RPL17 RSL1D1
RPL17 FBXL13
RPL17 DHCR7
RPL17 HNRNPH2
RPL17 GTF3C4
RPL17 PAK1IP1
RPL23 MAP3K3
RPL23 RPL11
RPL23 TP53
RPL23 RELA
RPL23 NPM1
RPL23 PIAS2
RPL23 H2AX
RPL23 PIAS1
RPL23 SIRT1
RPL23 MCM4
RPL23 MCM5
RPL23 HNRNPUL1
RPL23 HNRNPF
RPL23 PELP1
RPL23 GNL3
RPL23 RPS9
RPL23 NAE1
RPL23 HSPD1
RPL23 YWHAG
RPL23 UBE2M
RPL23 LRRC59
RPL23 CUL2
RPL23 LUC7L2
RPL23 MEF2D
RPL23 HNRNPU
RPL23 PCNA
RPL23 NAP1L1
RPL23 H2AC4
RPL23 H2BC21
RPL23 DDB1
RPL23 ILF2
RPL23 NOLC1
RPL23 TCOF1
RPL23 FBL
RPL23 NCL
RPL23 NFKBIA
RPL23 GRB2
RPL23 TNFRSF1A
RPL23 HNRNPC
RPL23 TNIP2
RPL23 MRPS22
RPL23 RUVBL2
RPL23 RPL31
RPL23 DHX9
RPL23 PABPC1
RPL23 TARS1
RPL23 SNRNP200
RPL23 YBX1
RPL23 RPSA
RPL23 EBNA1BP2
RPL23 NAT10
RPL23 RPL21
RPL23 RPL28
RPL23 RPL34
RPL23 RPS27
RPL23 RPS13
RPL23 TOP1
RPL23 RUVBL1
RPL23 HERC5
RPL23 HSP90AB1
RPL23 RPLP2
RPL23 HNRNPA1
RPL23 EMD
RPL23 HNRNPM
RPL23 ELAVL1
RPL23 FMR1
RPL23 PHB
RPL23 BCCIP
RPL23 CUL4A
RPL23 PSMD2
RPL23 TUBA1A
RPL23 EIF4B
RPL23 RPS4X
RPL23 SSRP1
RPL23 SF3B1
RPL23 ILF3
RPL23 FXR1
RPL23 MATR3
RPL23 ERCC4
RPL23 CUL1
RPL23 YWHAH
RPL23 PRMT5
RPL23 CDC42
RPL23 MCF2L
RPL23 TRAF2
RPL23 IKBKG
RPL23 PHB2
RPL23 CUL3
RPL23 LARP7
RPL23 ATP5F1C
RPL23 RBM10
RPL23 TAB1
RPL23 IPO9
RPL23 IPO5
RPL23 DNAJA2
RPL23 RPN1
RPL23 ATP1A1
RPL23 H1-10
RPL23 HSPA9
RPL23 TAB2
RPL23 NOP56
RPL23 RPL5
RPL23 RPL30
RPL23 RPL7A
RPL23 EEF2
RPL23 RPS8
RPL23 RPL4
RPL23 RPL12
RPL23 RPL18A
RPL23 RPS3A
RPL23 RPS2
RPL23 RPS23
RPL23 RPS5
RPL23 RPL18
RPL23 RPLP0
RPL23 TUBB1
RPL23 MYBBP1A
RPL23 RPL8
RPL23 RPL9
RPL23 SYNCRIP
RPL23 RPS3
RPL23 SART3
RPL23 RIPK3
RPL23 RPL22
RPL23 SUMO3
RPL23 UPF1
RPL23 AGO2
RPL23 RPS10
RPL23 DDX21
RPL23 C1QBP
RPL23 HNRNPL
RPL23 DCC
RPL23 FXR2
RPL23 U2AF1
RPL23 CLNS1A
RPL23 WDR77
RPL23 EIF4A3
RPL23 CUL4B
RPL23 SYNE1
RPL23 SF3B3
RPL23 GEMIN2
RPL23 GEMIN4
RPL23 RPL13
RPL23 COPA
RPL23 DICER1
RPL23 U2AF2
RPL23 RC3H1
RPL23 DIMT1
RPL23 GRWD1
RPL23 MEOX2
RPL23 MRPS27
RPL23 MOV10
RPL23 HNRNPH2
RPL23 DHX15
RPL23 DHX30
RPL23 PTCD3
RPL23 ZNF326
RPL23 MRPS23
RPL23 MRPS5
RPL23 DHX36
RPL23 RPS6
RPL23 NOP58
RPL23 GCN1
RPL23 TCP1
RPL23 GTF3C1
RPL23 PHF5A
RPL23 PPP2R2B
RPL23 MYCBP
RPL23 KARS1
RPL23 LRRC4
RPL23 RPS27L
RPL23 TBL2
RPL23 SF3B2
RPL23 RPLP1
RPL23 RPS16
RPL23 RPS15A
RPL23 RPS26
RPL23 RPL15
RPL23 RPL19
RPL23 RPL23A
RPL23 RPL27
RPL23 RPL37A
RPL23 RPS12
RPL23 RPL14
RPL23 RPS19
RPL23 RPS21
RPL23 RPL32
RPL23 MRPS11
RPL23 DLX4
RPL23 IMMT
RPL23 H2BC14
RPL23 RPL36A
RPL23 RPS24
RPL23 MRPS16
RPL23 RPL29
RPL23 EPRS1
RPL23 PRPF3
RPL23 MRPS15
RPL23 H1-3
RPL23 C18orf32
RPL23 RBM28
RPL23 MAP3K14
RPL23 POLR1C
RPL23 SLC25A6
RPL23 SRSF10
RPL23 SLC25A3
RPL23 AGO4
RPL23 SF3B6
RPL23 ACTG2
RPL23 EEF1A2
RPL23 HARS1
RPL23 RPL26
RPL23 SNU13
RPL23 RPL35A
RPL23 ATAD3B
RPL23 PCBP2
RPL23 NDUFA4
RPL23 DDOST
RPL23 DDX18
RPL23 RPS18
RPL23 RPL39
RPL23 EMG1
RPL23 POLR1A
RPL23 RPS17
RPL23 RSL1D1
RPL23 RPS15
RPL23 TEX10
RPL23 SLC7A9
RPL23 IPO4
RPL23 SLC25A13
RPL23 RPL36
RPL23 RPL37
RPL23 NEDD8
RPL23 RPL41
RPL23 SRPK1
RPL23 RPS4Y2
RPL23 SLC25A5
RPL23 MRPS2
RPL23 IPO8
RPL23 SRP14
RPL23 WDR18
RPL23 SSR4
RPL23 KRR1
RPL23 PYM1
RPL23 RPS29
RPL23 RPL23
RPL23 RIPK1
RPL23 IGF2BP1
RPL23 ARHGEF4
RPL23 LAS1L
RPL23 RPS27A
RPL23 GTF3C4
RPL23 ATP1A3
RPL23 EIF2A
RPL23 SLC25A4
RPL23 PAK1IP1
RPL23 IGF2BP3
RPL23 TMEM33
RPL23 PDCD1
RPL23 AGO1
RPL23 PWP1
RPL23 SSR1
RPL23 TARBP2
RPL23 SCN1A
RPL23 RPL38
RPL23 SCYL2
RPL23 DDX47
RPL23 FBXL13
RPL23 RBM4
RPL23 TUFM
RPL23 DHCR7
RPL23 RPS26P25
RPL23 PABPC3
RPL23 PSMD3
RPL23 RPS4Y1
RPL23 GTPBP4
RPL23 STOML2
RPL23 UBA52
RPL23 RPS28
RPL23 OTOP2
RPL23 CUL5
RPL23 DDX19B
RPL23 FAU
RPL23 LYAR
RPL23 FLG2
RPL23 TNFRSF1B
RPL23 RPL27A
RPL23 BRIX1
RPL23 OXA1L
RPS27 MAP3K1
RPS27 MAP3K3
RPS27 RPL11
RPS27 PSME3
RPS27 HNRNPF
RPS27 RPS9
RPS27 NFKB2
RPS27 HSPD1
RPS27 APC
RPS27 BRCA1
RPS27 HNRNPU
RPS27 CDK2
RPS27 GRB2
RPS27 TNFRSF1A
RPS27 RUVBL2
RPS27 RPL31
RPS27 RPSA
RPS27 RPL21
RPS27 RPL28
RPS27 RPL34
RPS27 RPL23A
RPS27 CDC37
RPS27 RPS3A
RPS27 TUBA1A
RPS27 RPS4X
RPS27 RPS3
RPS27 RPS13
RPS27 RPS6
RPS27 RPS16
RPS27 RPS18
RPS27 RPS23
RPS27 RPS8
RPS27 RPL36A
RPS27 RPS5
RPS27 WDR77
RPS27 MARS1
RPS27 RPL22
RPS27 RPS24
RPS27 RPL5
RPS27 RPL29
RPS27 RPL18
RPS27 RPL18A
RPS27 RPS2
RPS27 C18orf32
RPS27 SLC25A6
RPS27 RBM10
RPS27 IKBKG
RPS27 RPL12
RPS27 SLC25A3
RPS27 RPS12
RPS27 RPL26
RPS27 RPL35A
RPS27 HSP90AB1
RPS27 RPL8
RPS27 NDUFA4
RPS27 RUVBL1
RPS27 DICER1
RPS27 RPL9
RPS27 RPL39
RPS27 AGO2
RPS27 SLC7A9
RPS27 RPL38
RPS27 RPL7A
RPS27 EIF4B
RPS27 IPO9
RPS27 SLC25A5
RPS27 TARBP2
RPS27 RPL19
RPS27 RPL27A
RPS27 RPLP2
RPS27 RPS17
RPS27 RPS15
RPS27 RPS19
RPS27 MYCBP
RPS27 OTOP2
RPS27 GCN1
RPS27 IPO4
RPS27 SSR4
RPS27 UBA52
RPS27 RPL4
RPS27 LRRC4
RPS27 TAB1
RPS27 RPS21
RPS27 ATP1A3
RPS27 RPS29
RPS27 RPL27
RPS27 RPS27A
RPS27 RTN4
RPS27 RPL15
RPS27 TNFRSF1B
RPS27 RPL36
RPS27 TAB2
RPS27 SLC25A13
RPS27 RPLP1
RPS27 IPO8
RPS27 RPLP0
RPS27 RPS10
RPS27 RPL14
RPS27 RPS4Y2
RPS27 DHCR7
RPS27 C1QBP
RPS27 RPS15A
RPS27 RPS26
RPS27 HSPA9
RPS27 NACAD
RPS27 TRADD
RPS27 FAU
RPS27 RPS27
RPS27 PPBP
RPS27 PPP2R2B
RPS27 ENOPH1
RPS27 EMD
RPS27 RIPK3
RPS27 RPS4Y1
RPS27 RPL37
RPS27 WDCP
RPS27 NSG2
RPS27 RPS28
RPS27 TMEM33
RPS27 RPL37A
RPS27 TOLLIP
RPS27 RPL13
RPS27 CLNS1A
RPS27 RPL30
RPS27 RPL32
RPS27 PSMD3
RPS27 OXA1L
RPS27 RPL41
RPS2 RPL11
RPS2 TP53
RPS2 NPM1
RPS2 PIAS2
RPS2 H2AX
RPS2 PIAS1
RPS2 MCM4
RPS2 MCM5
RPS2 HNRNPF
RPS2 CDKN1A
RPS2 PELP1
RPS2 GNL3
RPS2 RPS9
RPS2 UBC
RPS2 NAE1
RPS2 YWHAG
RPS2 GSK3B
RPS2 UBE2M
RPS2 LRRC59
RPS2 CUL2
RPS2 LUC7L2
RPS2 TK1
RPS2 HNRNPU
RPS2 PCNA
RPS2 NAP1L1
RPS2 H2AC4
RPS2 H2BC21
RPS2 RPS6KB2
RPS2 DDB1
RPS2 SENP3
RPS2 ILF2
RPS2 TRIM25
RPS2 ARRB1
RPS2 NOLC1
RPS2 TCOF1
RPS2 FBL
RPS2 NCL
RPS2 HNRNPC
RPS2 DNM2
RPS2 MRPS22
RPS2 RUVBL2
RPS2 RGS19
RPS2 RPL31
RPS2 MLH1
RPS2 DHX9
RPS2 PABPC1
RPS2 TARS1
RPS2 SNRNP200
RPS2 YBX1
RPS2 RPSA
RPS2 EBNA1BP2
RPS2 NAT10
RPS2 RPL21
RPS2 RPL28
RPS2 RPL34
RPS2 RPS13
RPS2 TOP1
RPS2 HERC5
RPS2 HSP90AB1
RPS2 RPLP2
RPS2 HNRNPA1
RPS2 HNRNPM
RPS2 ELAVL1
RPS2 FMR1
RPS2 PHB
RPS2 GADD45A
RPS2 CUL4A
RPS2 PSMD2
RPS2 TUBA1A
RPS2 RPS4X
RPS2 SSRP1
RPS2 SF3B1
RPS2 STAU1
RPS2 ILF3
RPS2 FXR1
RPS2 MATR3
RPS2 ERCC4
RPS2 CUL1
RPS2 YWHAH
RPS2 PRMT5
RPS2 MCF2L
RPS2 PHB2
RPS2 CUL3
RPS2 LARP7
RPS2 KPNB1
RPS2 ATP5F1C
RPS2 RBM10
RPS2 RIOK1
RPS2 RPN1
RPS2 H1-10
RPS2 NOP56
RPS2 RPL5
RPS2 RPL30
RPS2 RPL7A
RPS2 EEF2
RPS2 RPS8
RPS2 RPL4
RPS2 RPL12
RPS2 RPL18A
RPS2 RPS3A
RPS2 RPLP1
RPS2 RPS26
RPS2 RPL9
RPS2 RPL23A
RPS2 RPL15
RPS2 RPS10
RPS2 RPS3
RPS2 RPS21
RPS2 RPS19
RPS2 RPS6
RPS2 RPL14
RPS2 FBXO7
RPS2 RPS16
RPS2 RPL13
RPS2 PRMT3
RPS2 MEPCE
RPS2 RPL18
RPS2 RPL19
RPS2 RPL37A
RPS2 RPL8
RPS2 RPS12
RPS2 RPS5
RPS2 RPS23
RPS2 RPS15
RPS2 RPS17
RPS2 RPS15A
RPS2 RPS28
RPS2 RPL27
RPS2 RPS24
RPS2 RPLP0
RPS2 RPL22
RPS2 RPL27A
RPS2 RPL38
RPS2 RPL32
RPS2 RPS27A
RPS2 RPL10L
RPS2 RPS18
RPS2 RPS29
RPS2 TSR1
RPS2 RC3H1
RPS2 DLX4
RPS2 UPF1
RPS2 IMMT
RPS2 H2BC14
RPS2 RPL36A
RPS2 WDR77
RPS2 MRPS16
RPS2 DHX30
RPS2 PHF5A
RPS2 RPL29
RPS2 EPRS1
RPS2 PRPF3
RPS2 MRPS15
RPS2 DIMT1
RPS2 SMN1
RPS2 LAS1L
RPS2 GTF3C1
RPS2 ANXA7
RPS2 SCYL2
RPS2 RBM4
RPS2 MRPS23
RPS2 SLC4A5
RPS2 SF3B3
RPS2 DICER1
RPS2 PRMT8
RPS2 HNRNPL
RPS2 HNRNPH2
RPS2 TBL2
RPS2 SLC25A5
RPS2 KARS1
RPS2 TUBB1
RPS2 FAU
RPS2 CUL4B
RPS2 RPL37
RPS2 PAK1IP1
RPS2 PCBP2
RPS2 STOML2
RPS2 BRIX1
RPS2 RPS4Y1
RPS2 ACTG2
RPS2 GABARAPL2
RPS2 GRB7
RPS2 COPA
RPS2 EIF4A3
RPS2 RPL39
RPS2 SART3
RPS2 RSL1D1
RPS2 C18orf32
RPS2 SLC25A6
RPS2 SLC25A3
RPS2 DHX15
RPS2 EMG1
RPS2 SNU13
RPS2 IGF2BP3
RPS2 TEX10
RPS2 TUFM
RPS2 RPS27L
RPS2 RPL35A
RPS2 RPS26P25
RPS2 SRP14
RPS2 PTCD3
RPS2 DDX18
RPS2 DDX47
RPS2 FGF3
RPS2 ATAD3B
RPS2 HARS1
RPS2 SCN1A
RPS2 SYNCRIP
RPS2 WDR18
RPS2 GEMIN2
RPS2 H1-3
RPS2 FXR2
RPS2 SF3B6
RPS2 GTF3C4
RPS2 DDX21
RPS2 HRNR
RPS2 RPL41
RPS2 EEF1A2
RPS2 NEDD8
RPS2 RPL36
RPS2 DDX19B
RPS2 MRPS27
RPS2 DHCR7
RPS2 SRSF10
RPS2 NOP58
RPS2 SUMO3
RPS2 SRPK1
RPS2 FLG2
RPS2 RPS2
RPS2 LYAR
RPS2 RNF149
RPS2 KRR1
RPS2 SF3B2
RPS2 IGF2BP1
RPS2 U2AF1
RPS2 U2AF2
RPS2 DHX36
RPS2 SYNE1
RPS2 FGF1
RPS2 PABPC3
RPS2 DDX20
RPS2 MYBBP1A
RPS2 GTPBP4
RPS2 POLR1C
RPS2 CUL5
RPS2 FBXL13
RPS2 MOV10
RPS2 GCN1
RPS2 MRPS5
RPS2 MRPS2
RPS2 EIF2A
RPS2 DDOST
RPS2 POLR1A
RPS2 ZNF326
RPS2 ARHGEF4
RPS2 RPS4Y2
RPS2 RBM28
RPS2 PWP1
RPS2 GEMIN4
RPS2 RPL26
RPS2 MPP3
RPS2 CMSS1
RPS2 TCP1
RPS2 UBA52
RPL29 RPL11
RPL29 NPM1
RPL29 PIAS2
RPL29 H2AX
RPL29 PIAS1
RPL29 MCM4
RPL29 MCM5
RPL29 HNRNPF
RPL29 PELP1
RPL29 GNL3
RPL29 RPS9
RPL29 NAE1
RPL29 BLMH
RPL29 YWHAG
RPL29 UBE2M
RPL29 LRRC59
RPL29 CUL2
RPL29 LUC7L2
RPL29 HNRNPU
RPL29 PCNA
RPL29 NAP1L1
RPL29 VHL
RPL29 H2BC21
RPL29 DDB1
RPL29 ILF2
RPL29 NOLC1
RPL29 TCOF1
RPL29 FBL
RPL29 NCL
RPL29 HNRNPC
RPL29 CHD3
RPL29 MDC1
RPL29 MRPS22
RPL29 RUVBL2
RPL29 RPL31
RPL29 DHX9
RPL29 PABPC1
RPL29 TARS1
RPL29 SNRNP200
RPL29 YBX1
RPL29 RPSA
RPL29 EBNA1BP2
RPL29 NAT10
RPL29 RPL21
RPL29 RPL28
RPL29 RPL34
RPL29 RPS13
RPL29 TOP1
RPL29 HSP90AB1
RPL29 RPLP2
RPL29 HNRNPA1
RPL29 HNRNPM
RPL29 ELAVL1
RPL29 FMR1
RPL29 PHB
RPL29 CUL4A
RPL29 PSMD2
RPL29 TUBA1A
RPL29 RPS4X
RPL29 SSRP1
RPL29 SF3B1
RPL29 ILF3
RPL29 MATR3
RPL29 ERCC4
RPL29 CUL1
RPL29 YWHAH
RPL29 PRMT5
RPL29 MCF2L
RPL29 PHB2
RPL29 CUL3
RPL29 LARP7
RPL29 ATP5F1C
RPL29 RBM10
RPL29 RPN1
RPL29 H1-10
RPL29 RPL5
RPL29 RPL30
RPL29 RPL7A
RPL29 EEF2
RPL29 RPS8
RPL29 RPL4
RPL29 RPL12
RPL29 RPL18A
RPL29 RPS3A
RPL29 RPS23
RPL29 RPS5
RPL29 RPL18
RPL29 RPLP0
