FLNC SGCD
ATXN1 ARHGAP32
ATXN1 FYN
ATXN1 MSMO1
ATXN1 NUMBL
ATXN1 ITGB4
ATXN1 PRDM1
ATXN1 EFEMP2
ATXN1 DCTN3
ATXN1 SGMS1
ATXN1 MTERF4
ATXN1 ZHX2
ATXN1 EIF4ENIF1
ATXN1 SLC51A
ATXN1 STAC2
ATXN1 ZC3H7B
ATXN1 UBAP2L
ATXN1 TCEANC
ATXN1 GPATCH8
ATXN1 ZNF276
ATXN1 SETD2
ATXN1 MATN2
ATXN1 RNF31
ATXN1 IPO8
ATXN1 UBE2E3
ATXN1 HSFX2
ATXN1 TOX4
ATXN1 LRSAM1
ATXN1 MYO18A
ATXN1 ACACA
ATXN1 KIAA1549L
ATXN1 WASHC2C
ATXN1 SREBF1
ATXN1 UBE2E4P
ATXN1 BTG3
ATXN1 ZNF804A
ATXN1 PRRC2B
ATXN1 SPEN
ATXN1 OAZ1
ATXN1 GCFC2
ATXN1 FAM193B
ATXN1 EIF1AY
ATXN1 PTGDS
ATXN1 APBB1
ATXN1 ANKHD1-EIF4EBP3
ATXN1 DNAJA3
ATXN1 TOLLIP
ATXN1 RCN1
ATXN1 PRRC2A
ATXN1 FAT4
ATXN1 POM121
ATXN1 WNK2
ATXN1 ATP6V0D1
ATXN1 KLF11
ATXN1 CCDC136
ATXN1 ANKHD1
ATXN1 PIM2
ATXN1 R3HDM2
ATXN1 UNK
ATXN1 IRF9
ATXN1 ANP32A
ATXN1 TBX15
ATXN1 ADCY6
ATXN1 BATF2
ATXN1 TCAP
ATXN1 VSTM2L
ATXN1 WDFY3
ATXN1 PHPT1
ATXN1 ZYX
ATXN1 IL34
ATXN1 KLHL8
ATXN1 RAD54L2
ATXN1 GCA
ATXN1 METTL17
ATXN1 TIAF1
ATXN1 ATXN2L
ATXN1 TRIP6
ATXN1 ZSWIM8
ATXN1 PQBP1
ATXN1 KCNAB2
ATXN1 TTC19
ATXN1 AKT2
ATXN1 HPCAL1
ATXN1 QRICH1
ATXN1 HSPA1B
ATXN1 ATP1A3
ATXN1 SMARCC2
ATXN1 FHL2
ATXN1 BEND2
ATXN1 ZHX3
ATXN1 MBP
ATXN1 HSFX1
ATXN1 DMPK
ATXN1 MED15
ATXN1 NARS1
ATXN1 R3HDM1
ATXN1 ACOT7
ATXN1 SUPT20H
ATXN1 SAR1A
ATXN1 VSNL1
ATXN1 CLEC4F
ATXN1 ZNF609
ATXN1 SREBF2
ATXN1 NLK
ATXN1 GFI1
ATXN1 KIAA2026
ATXN1 AHDC1
ATXN1 PEPD
ATXN1 ST6GALNAC6
ATXN1 RAPGEF4
ATXN1 LDB1
ATXN1 ZCCHC13
ATXN1 PUM1
ATXN1 SUGP2
ATXN1 NFYA
ATXN1 EXTL3
ATXN1 FAM168A
ATXN1 PLA2G10
ATXN1 EPN2
ATXN1 PANX2
ATXN1 PICALM
ATXN1 CRX
ATXN1 BICRAL
ATXN1 CUTC
ATXN1 CAMK1
ATXN1 BHLHE40
ATXN1 SOX3
ATXN1 FOXN4
ATXN1 POGZ
ATXN1 ADAM15
ATXN1 EML3
ATXN1 SORCS3
ATXN1 METTL27
ATXN1 TSC1
ATXN1 HSFY2
ATXN1 HSFY1
ATXN1 FNDC9
ATXN1 TPRX1
ATXN1 FAM153B
ATXN1 PLEKHN1
ATXN1 NHSL2
ATXN1 PRR20B
ATXN1 DAZ2
ATXN1 KRTAP12-4
ATXN1 C10orf55
ATXN1 PRR20D
ATXN1 PRR20C
ATXN1 PRR20E
ATXN1 KRTAP13-3
PRKCA TP53
PRKCA SRF
PRKCA CREBBP
PRKCA RARA
PRKCA EIF4E
PRKCA RELA
PRKCA SP1
PRKCA NPM1
PRKCA PKM
PRKCA PLCG1
PRKCA EEF1A1
PRKCA LMNA
PRKCA JAK1
PRKCA AR
PRKCA MYOD1
PRKCA EP300
PRKCA PTPN11
PRKCA ERBB2
PRKCA NFKB1
PRKCA RAC1
PRKCA SRC
PRKCA CDKN1A
PRKCA HES1
PRKCA SYK
PRKCA HDAC6
PRKCA PLD2
PRKCA PLD1
PRKCA ITGB1
PRKCA SHC1
PRKCA YWHAG
PRKCA GSK3B
PRKCA NOS3
PRKCA VTN
PRKCA PSEN1
PRKCA GRIN1
PRKCA GSTP1
PRKCA CYBA
PRKCA LRP1
PRKCA TFAP2A
PRKCA KLF5
PRKCA PPARG
PRKCA DDX5
PRKCA PPARA
PRKCA H2BC3
PRKCA TP73
PRKCA NFATC1
PRKCA RPS6KB2
PRKCA HMGN2
PRKCA AHR
PRKCA H1-1
PRKCA EWSR1
PRKCA CBL
PRKCA TRIM41
PRKCA RICTOR
PRKCA CHUK
PRKCA IKBKB
PRKCA C1QBP
PRKCA FSCN1
PRKCA OGG1
PRKCA DDX58
PRKCA H1-5
PRKCA ELAVL1
PRKCA MAPKAP1
PRKCA SELL
PRKCA PPP1R14A
PRKCA PRKCA
PRKCA TBXA2R
PRKCA RBCK1
PRKCA PLA2G4A
PRKCA CDC42
PRKCA RACK1
PRKCA ACTA1
PRKCA CD4
PRKCA ARHGDIA
PRKCA TOP1
PRKCA KCNC4
PRKCA PRKCB
PRKCA LCK
PRKCA HSPA1A
PRKCA VIM
PRKCA SLC9A3R1
PRKCA FAS
PRKCA BDKRB2
PRKCA PLCB3
PRKCA HSPB1
PRKCA YWHAZ
PRKCA ANXA1
PRKCA PRKCE
PRKCA ITGB2
PRKCA RGS2
PRKCA CFLAR
PRKCA TOP2A
PRKCA HLA-A
PRKCA RAF1
PRKCA ARHGEF1
PRKCA RHOA
PRKCA F11R
PRKCA CFTR
PRKCA SNAP23
PRKCA PLEK
PRKCA PRKCZ
PRKCA MYH9
PRKCA GRK2
PRKCA EEF1D
PRKCA KCNE1
PRKCA IRS1
PRKCA IL2RA
PRKCA ADAP1
PRKCA TRPV1
PRKCA DNM1
PRKCA CTPS1
PRKCA TXN
PRKCA MYLK
PRKCA GABRR1
PRKCA ITGB4
PRKCA PLCG2
PRKCA ANXA2
PRKCA ADD3
PRKCA PTPN1
PRKCA ATF2
PRKCA FXYD1
PRKCA MARCKS
PRKCA EIF6
PRKCA THOC5
PRKCA DGKZ
PRKCA PLAU
PRKCA INSR
PRKCA GNAZ
PRKCA TCEAL1
PRKCA DVL2
PRKCA ADD2
PRKCA IQGAP1
PRKCA KRT18
PRKCA ADRB2
PRKCA GNA15
PRKCA CD44
PRKCA NOS1
PRKCA STXBP3
PRKCA GRIA4
PRKCA RGS19
PRKCA GRIA1
PRKCA KIT
PRKCA GRIN2B
PRKCA AQP1
PRKCA BTK
PRKCA KCNAB2
PRKCA GRIA2
PRKCA HAND1
PRKCA BRAF
PRKCA BTG2
PRKCA KCNE3
PRKCA ATP1A1
PRKCA DLG4
PRKCA IL1R1
PRKCA TRPC3
PRKCA MARK2
PRKCA PITPNA
PRKCA FGA
PRKCA GSK3A
PRKCA EDF1
PRKCA L1CAM
PRKCA AKAP12
PRKCA GABRB3
PRKCA DGKD
PRKCA RHO
PRKCA ADRA2A
PRKCA GIPC1
PRKCA PTGER4
PRKCA SEMG1
PRKCA PATJ
PRKCA FRAT1
PRKCA FGF2
PRKCA KCNJ4
PRKCA TYK2
PRKCA SNAP25
PRKCA HMGB1
PRKCA NRGN
PRKCA VASP
PRKCA CLDN4
PRKCA MMP2
PRKCA ADCY5
PRKCA GNA12
PRKCA SCTR
PRKCA CORO1B
PRKCA ITPKB
PRKCA TNNI3
PRKCA DLX3
PRKCA EIF2S1
PRKCA MGMT
PRKCA KIR3DL1
PRKCA SLC6A9
PRKCA GPM6A
PRKCA TEP1
PRKCA CD5
PRKCA ATP2B2
PRKCA GSTA4
PRKCA GRM5
PRKCA SPAG1
PRKCA XK
PRKCA RRAD
PRKCA POLB
PRKCA NCF1
PRKCA PPP1R14D
PRKCA TRPM4
PRKCA GRM7
PRKCA SH3BP2
PRKCA ITPKA
PRKCA MBP
PRKCA RGS7
PRKCA SDC4
PRKCA CD9
PRKCA ADD1
PRKCA OPRD1
PRKCA KCNJ11
PRKCA KCNJ13
PRKCA ASGR2
PRKCA PEA15
PRKCA TAGLN
PRKCA ARHGAP35
PRKCA PFKFB3
PRKCA C5AR1
PRKCA ADAM17
PRKCA VPS72
PRKCA GRK7
PRKCA PRKD3
PRKCA CD53
PRKCA PFKFB2
PRKCA TNNT2
PRKCA GJB1
PRKCA TRPV5
PRKCA TTN
PRKCA PDE3A
PRKCA ACO1
PRKCA CD163
PRKCA TRPV6
PRKCA PDLIM7
PRKCA HAND2
PRKCA HRH1
PRKCA MYL9
PRKCA GRM1
PRKCA MEP1B
PRKCA PPP1R1A
PRKCA CHAT
PRKCA PA2G4
PRKCA PTPRC
PRKCA ADRA1B
PRKCA CISH
PRKCA CTNND1
PRKCA AKAP5
PRKCA GABRB1
PRKCA VDR
PRKCA KCNA5
PRKCA KCNMA1
PRKCA TUBA1C
PRKCA TACSTD2
PRKCA PICK1
PRKCA DAB2
PRKCA STXBP1
PRKCA KRT20
PRKCA HMGN1
PRKCA ATP2B1
PRKCA HSPB8
PRKCA PTGIR
PRKCA AVPR1B
PRKCA APLP2
PRKCA KCNE4
PRKCA RALBP1
PRKCA CYTH2
PRKCA PEBP1
PRKCA RSC1A1
PRKCA LMNB1
PRKCA KCNQ2
PRKCA F3
PRKCA MARCKSL1
PRKCA BEST1
PRKCA BNC1
PRKCA AFAP1
PRKCA NCF4
PRKCA PRKG1
PRKCA GNG12
PRKCA KCNJ1
PRKCA ABCB1
PRKCA SDC2
PRKCA CD3G
PRKCA GABRR2
PRKCA GMFB
PRKCA CYTH1
PRKCA SLC1A1
PRKCA NKX3-1
PRKCA HABP4
PRKCA SPP1
PRKCA AVPR1A
PRKCA PRKD2
PRKCA PAM
PRKCA AVPR2
PRKCA PITPNB
PRKCA CASR
PRKCA ANXA7
PRKCA GFAP
PRKCA PTPN6
PRKCA CAVIN2
PRKCA TFRC
PRKCA SEMG2
PRKCA EZR
PRKCA EGLN2
PRKCA CNP
PRKCA GFPT1
PRKCA GJA1
PRKCA AQP4
PRKCA CANX
PRKCA RPS6KA2
PRKCA CREM
PRKCA NFE2L2
PRKCA NMNAT1
PRKCA TRIM29
PRKCA CD226
PALLD CDK1
PALLD ACTN1
PALLD EZR
PALLD LIG4
PALLD ITGB5
PALLD SORBS2
PALLD HOMER3
PALLD ACTN2
PALLD HOMER2
ZFP36L1 MAPK14
ZFP36L1 AKT2
ZFP36L1 MAPKAPK2
ZFP36L1 WNK1
ZFP36L1 PAFAH1B2
MAPK8IP3 PTK2
MAPK8IP3 TLR2
MAPK8IP3 ARL4D
PTK2 MDM2
PTK2 TP53
PTK2 RELA
PTK2 STAT3
PTK2 PIAS1
PTK2 PLCG1
PTK2 STAT1
PTK2 GAPDH
PTK2 PARP1
PTK2 RET
PTK2 PTPN11
PTK2 ERBB2
PTK2 GRB2
PTK2 IRS1
PTK2 BCAR1
PTK2 GIT1
PTK2 SRC
PTK2 CRK
PTK2 PXN
PTK2 ITGB5
PTK2 ITGB3
PTK2 JAK2
PTK2 PTEN
PTK2 TGFB1I1
PTK2 BMX
PTK2 TSC2
PTK2 NCK1
PTK2 TLN1
PTK2 FYN
PTK2 YES1
PTK2 NEDD9
PTK2 PPP1CB
PTK2 PTK2
PTK2 SYK
PTK2 LYN
PTK2 PIK3R1
PTK2 RB1CC1
PTK2 NCK2
PTK2 GRB7
PTK2 DCC
PTK2 NEO1
PTK2 SOCS3
PTK2 LPXN
PTK2 CBL
PTK2 ASAP1
PTK2 TRIM72
PTK2 DEF6
PTK2 PTPN6
PTK2 SH2D2A
PTK2 HCK
PTK2 PIK3R3
PTK2 PKD1
PTK2 ITGB1
PTK2 ITGAV
PTK2 TNS3
PTK2 TRAF2
PTK2 ATG12
PTK2 NASP
PTK2 CD4
PTK2 LCK
PTK2 ACTN1
PTK2 TRIO
PTK2 VIM
PTK2 PDGFRB
PTK2 EEF1G
PTK2 GRIN1
PTK2 GSK3B
PTK2 PTK2B
PTK2 SHC1
PTK2 TNFRSF1A
PTK2 DDX17
PTK2 ITGB2
PTK2 HSP90AB1
PTK2 BIN1
PTK2 IGF1R
PTK2 WASL
PTK2 RAC1
PTK2 DNMT1
PTK2 ITGA4
PTK2 ERBB3
PTK2 ARHGAP32
PTK2 CRKL
PTK2 ATXN2
PTK2 FGR
PTK2 HES1
PTK2 CCNA1
PTK2 LATS1
PTK2 DDX39A
PTK2 CLTC
PTK2 ARHGAP26
PTK2 DST
PTK2 ITGB4
PTK2 PTPN1
PTK2 ARID2
PTK2 INSR
PTK2 ITGB7
PTK2 CDK5
PTK2 NEDD8
PTK2 FLT1
PTK2 RBBP6
PTK2 CCR5
PTK2 FLT4
PTK2 CD47
PTK2 SOCS2
PTK2 EFS
PTK2 CSK
PTK2 CXCR4
PTK2 PTPRH
PTK2 DNM2
PTK2 F13A1
PTK2 CD79B
PTK2 ERP29
PTK2 TRIP6
PTK2 AMPH
PTK2 EZR
PTK2 CDCP1
PTK2 SRFBP1
PTK2 CNP
PTK2 ZNF331
PTK2 CSPG4
PTK2 FBP1
PTK2 MT-CO1
PTK2 ITGA2B
PTK2 DLGAP3
PTK2 CDH10
PTK2 RIPK1
PTK2 KCNMA1
PTK2 FZD7
PTK2 SELE
PTK2 GSN
PTK2 BEX4
PTK2 TNS1
PTK2 SELENOP
PTK2 LENG8
PTK2 AFF3
PTK2 UBAP2L
PTK2 MICAL1
PTK2 EPHA2
PTK2 MYCN
PTK2 AEBP1
PTK2 ROCK1
PTK2 OCIAD1
PTK2 BBS10
PTK2 LDB2
PTK2 NACAD
PTK2 SCG3
PTK2 CITED2
PTK2 DOCK1
PTK2 PSIP1
PTK2 C5orf15
PTK2 CAPRIN1
PTK2 CIB1
PTK2 IGHM
PTK2 SH3GL1
PTK2 EPHB2
PTK2 MAP1A
PTK2 UTP3
PTK2 GZMB
PTK2 PCSK1
PTK2 RHOU
TLR2 RAC1
TLR2 HSP90B1
TLR2 HRAS
TLR2 PIK3R1
TLR2 ATG16L1
TLR2 MYD88
TLR2 TOLLIP
TLR2 TIRAP
TLR2 IRAK1
TLR2 TLR10
TLR2 TLR6
TLR2 TICAM1
TLR2 TLR2
TLR2 TRIP6
TLR2 LY96
TLR2 RIPK2
TLR2 TLR1
TLR2 SFTPA1
TLR2 HMGB1
TLR2 CD14
ARRB2 IGF1R
ARRB2 GSN
ARRB2 PDE4D
ARRB2 PTGDS
ARRB2 AFDN
ARRB2 TGFBR3
ARRB2 ARHGEF12
ARRB2 RPLP1
ARRB2 TMOD3
ARRB2 LEO1
IGF1R MAP3K5
IGF1R MDM2
IGF1R RPL11
IGF1R STAT3
IGF1R JAK1
IGF1R PTPN11
IGF1R ESR1
IGF1R ERBB2
IGF1R SRC
IGF1R JAK2
IGF1R PRKCD
IGF1R CSK
IGF1R IRS1
IGF1R YWHAE
IGF1R YWHAG
IGF1R GRB10
IGF1R NEDD4
IGF1R ARHGEF12
IGF1R PIK3R3
IGF1R SHC1
IGF1R SOCS2
IGF1R RASA1
IGF1R SOCS3
IGF1R RACK1
IGF1R CBL
IGF1R CAMP
IGF1R PHB2
IGF1R KCNIP3
IGF1R TRIM25
IGF1R PTPN6
IGF1R PPM1A
IGF1R UBQLN1
IGF1R PCNA
IGF1R SIRPA
IGF1R PIK3R1
IGF1R PDPK1
IGF1R YWHAZ
IGF1R DOK5
IGF1R INSR
IGF1R CCN5
IGF1R IRS2
IGF1R SNAP29
IGF1R SLC23A3
IGF1R KRT27
IGF1R CRKL
IGF1R IGF1
IGF1R EHD1
IGF1R ITGB1
IGF1R IRS4
IGF1R INS
IGF1R IGF1R
IGF1R GNAI1
IGF1R VAV3
IGF1R EEA1
IGF1R CRK
IGF1R IGF2
IGF1R PTPN1
IGF1R IGFBP3
IGF1R GIGYF1
IGF1R GNAI2
IGF1R ADRB2
IGF1R YWHAB
IGF1R PIK3R2
IGF1R PXN
IGF1R GIPC1
IGF1R UBC
IGF1R DOK4
GSN MDM2
GSN PLCG1
GSN AR
GSN ESR1
GSN SRC
GSN APP
GSN PTK2B
GSN DISC1
GSN ARRB1
GSN ACTA1
GSN FN1
GSN DBN1
GSN ACTG1
GSN GRB2
GSN BCAR1
GSN PIK3CA
GSN ALB
GSN ITGAV
GSN PXN
GSN ACTN4
GSN PIK3CG
GSN VDAC1
GSN PLCG2
GSN ITGB3
GSN TNIK
GSN CASP3
GSN CSK
GSN STK39
GSN TOM1L1
GSN CASP4
GSN LIMK2
GSN FHIT
GSN CLIC5
GSN VASP
GSN PPM1B
GSN PRUNE1
PDE4D MDM2
PDE4D ARRB1
PDE4D ZDHHC17
PDE4D RACK1
PDE4D PDE4DIP
PDE4D PAFAH1B1
PDE4D PRKACA
PDE4D LYN
PDE4D COIL
PDE4D PRKACG
PDE4D PRKACB
PDE4D TRAF1
PDE4D TRIM23
PDE4D ADCY4
PDE4D GOLGA8EP
PDE4D GUCY2F
PDE4D GUCY1A2
PDE4D AKAP12
PDE4D NPR1
PDE4D GUCY1B2
PDE4D NPR2
PDE4D ADCY2
PDE4D ADCY1
PDE4D ADCY3
PDE4D ADCY10
PDE4D ADCY8
PDE4D MAGEA6
PDE4D GUCY1A1
PDE4D ADCY6
PDE4D GUCY2C
PDE4D GUCY1B1
PDE4D GUCY2D
PDE4D ADCY9
PDE4D GOLGA8F
PDE4D AKAP6
PDE4D PDE4D
PDE4D ADCY5
PDE4D ADCY7
PTGDS HES1
PTGDS CAPN1
PTGDS PTGS2
PTGDS PLAAT4
PTGDS PTGDR
PTGDS PTGDS
PTGDS MLH1
PTGDS HK3
PTGDS KRTAP10-3
PTGDS SHBG
PTGDS KRTAP10-7
PTGDS PTGS1
PTGDS USF1
PTGDS TFAP2B
PTGDS HK2
PTGDS PTGER2
PTGDS PTGFR
PTGDS TBXAS1
PTGDS PTGIS
PTGDS PTGES
PTGDS PTGES2
PTGDS UBQLN2
PTGDS CYSRT1
PTGDS CARD10
PTGDS KRTAP12-3
AFDN LMO2
AFDN SRC
AFDN PRKN
AFDN YWHAG
AFDN SMAD2
AFDN YWHAZ
AFDN RALGDS
AFDN YWHAQ
AFDN CTNNA1
AFDN MRAS
AFDN HRAS
AFDN RAP1A
AFDN RAP2A
AFDN RRAS
AFDN RRAS2
AFDN BCR
AFDN USP9X
AFDN SOCS6
AFDN YWHAB
AFDN YWHAH
AFDN RIN1
AFDN RAP1GAP
AFDN NECTIN1
AFDN SSX2IP
AFDN EPHB3
AFDN TJP1
AFDN F11R
AFDN NECTIN3
AFDN RNF146
AFDN NRXN2
AFDN NRAS
AFDN JAG1
AFDN RIT1
AFDN NRXN3
AFDN EPHB2
AFDN NECTIN4
AFDN EPHA7
AFDN NRXN1
AFDN USP48
AFDN NECTIN2
AFDN RIT2
AFDN SORBS2
AFDN EPHB6
TGFBR3 TGFB1
TGFBR3 GIPC1
TGFBR3 SDC2
TGFBR3 TGFBR2
TGFBR3 TGFB3
TGFBR3 ENG
TGFBR3 ACVR2A
TGFBR3 INHBA
TGFBR3 TGFB2
TGFBR3 TGFBR3
TGFBR3 INHA
ARHGEF12 PLXNB1
ARHGEF12 GIPC1
ARHGEF12 MYO6
ARHGEF12 SH3BP4
ARHGEF12 RHOA
ARHGEF12 GNA13
ARHGEF12 CUL3
ARHGEF12 PTPRF
ARHGEF12 VAPA
ARHGEF12 CD44
ARHGEF12 BUD31
ARHGEF12 LPAR1
ARHGEF12 LPAR2
ARHGEF12 GNA12
ARHGEF12 PLXNB2
ARHGEF12 ARHGEF12
ARHGEF12 ABCA1
RPLP1 RPL11
RPLP1 NPM1
RPLP1 MAP1LC3B
RPLP1 EIF3K
RPLP1 RPA2
RPLP1 EEF1A1
RPLP1 GAPDH
RPLP1 XRCC6
RPLP1 PELP1
RPLP1 GNL3
RPLP1 RPS9
RPLP1 HSPA8
RPLP1 HSPD1
RPLP1 GSK3B
RPLP1 LRPPRC
RPLP1 LUC7L2
RPLP1 HNRNPU
RPLP1 DDX5
RPLP1 NAP1L1
RPLP1 H2AC4
RPLP1 ILF2
RPLP1 NOLC1
RPLP1 TCOF1
RPLP1 FBL
RPLP1 NCL
RPLP1 ANXA2
RPLP1 HNRNPC
RPLP1 UBE2D3
RPLP1 RPL31
RPLP1 DHX9
RPLP1 BRD7
RPLP1 TUBB
RPLP1 HNRNPA2B1
RPLP1 PABPC1
RPLP1 ENO1
RPLP1 EIF3B
RPLP1 YBX1
RPLP1 RACK1
RPLP1 HNRNPD
RPLP1 RPSA
RPLP1 EBNA1BP2
RPLP1 RPL21
RPLP1 RPL28
RPLP1 RPL3
RPLP1 RPL34
RPLP1 RPS27
RPLP1 RPS7
RPLP1 RPS13
RPLP1 TOP1
RPLP1 TPT1
RPLP1 VIM
RPLP1 PDCD4
RPLP1 HERC5
RPLP1 HSP90AB1
RPLP1 RPLP2
RPLP1 HNRNPA1
RPLP1 HNRNPM
RPLP1 PHB
RPLP1 TUBA1A
RPLP1 RPS4X
RPLP1 SSRP1
RPLP1 ILF3
RPLP1 FXR1
RPLP1 MATR3
RPLP1 PRMT5
RPLP1 PHB2
RPLP1 LIN37
RPLP1 LARP7
RPLP1 KPNB1
RPLP1 EIF3C
RPLP1 EIF3E
RPLP1 EIF3D
RPLP1 EIF3I
RPLP1 EIF3M
RPLP1 HNRNPH1
RPLP1 TAB1
RPLP1 ATP5F1A
RPLP1 H1-10
RPLP1 RPS11
RPLP1 RPL5
RPLP1 RPL30
RPLP1 RPL24
RPLP1 RPL7A
RPLP1 EEF2
RPLP1 RPS8
RPLP1 RPL10A
RPLP1 RPL4
RPLP1 RPL12
RPLP1 RPL18A
RPLP1 RPS14
RPLP1 RPS3A
RPLP1 RPS2
RPLP1 RPS23
RPLP1 RPS5
RPLP1 EEF1B2
RPLP1 RPL18
RPLP1 RPLP0
RPLP1 MYL6
RPLP1 RPL7
RPLP1 DDX3X
RPLP1 TUBB1
RPLP1 MYBBP1A
RPLP1 RPL8
RPLP1 RPL9
RPLP1 RPS3
RPLP1 RPL22
RPLP1 GNAI2
RPLP1 RAN
RPLP1 LCK
RPLP1 RPS10
RPLP1 DDX21
RPLP1 U2AF1
RPLP1 SYNE1
RPLP1 SF3B3
RPLP1 GEMIN4
RPLP1 LRIF1
RPLP1 GEMIN7
RPLP1 RPL13
RPLP1 DICER1
RPLP1 ANXA1
RPLP1 U2AF2
RPLP1 DHX30
RPLP1 RPS6
RPLP1 RPL6
RPLP1 NOP58
RPLP1 NUDT21
RPLP1 PPP2CB
RPLP1 PPP2R2B
RPLP1 SAT1
RPLP1 RPS27L
RPLP1 NUDT3
RPLP1 RPS16
RPLP1 RPS15A
RPLP1 RPS26
RPLP1 RPL23
RPLP1 RPS19
RPLP1 RPS25
RPLP1 RPL19
RPLP1 H2BC14
RPLP1 RPL36A
RPLP1 CD4
RPLP1 RPS24
RPLP1 TUBB2B
RPLP1 RPL29
RPLP1 H1-3
RPLP1 RPL13A
RPLP1 C18orf32
RPLP1 RBM28
RPLP1 VDAC3
RPLP1 EIF4A2
RPLP1 RPS12
RPLP1 ACTG2
RPLP1 RPL26
RPLP1 SNU13
RPLP1 RPL35A
RPLP1 FARSB
RPLP1 RPS18
RPLP1 RPL39
RPLP1 VDAC2
RPLP1 RPL38
RPLP1 SLC25A5
RPLP1 RPS6KA6
RPLP1 RPL27A
RPLP1 RPS17
RPLP1 BRIX1
RPLP1 STOML2
RPLP1 PTN
RPLP1 MME
RPLP1 RPS15
RPLP1 TNPO1
RPLP1 EEF1A1P5
RPLP1 RBM4
RPLP1 UBA52
RPLP1 RPS21
RPLP1 RPL35
RPLP1 RPS26P25
RPLP1 IGF2BP1
RPLP1 RPS29
RPLP1 VDAC1
RPLP1 RPL27
RPLP1 ASCC2
RPLP1 RPS27A
RPLP1 PWP1
RPLP1 RPL15
RPLP1 RPL36
RPLP1 SCYL2
RPLP1 LYAR
RPLP1 RPS20
RPLP1 SRPK1
RPLP1 H2BC6
RPLP1 FAU
RPLP1 RPL37A
RPLP1 RPL37
RPLP1 SRP14
RPLP1 RPS4Y2
RPLP1 TUBB2A
RPLP1 ANXA6
RPLP1 RPL41
RPLP1 PFDN1
RPLP1 RSL1D1
RPLP1 RPS28
RPLP1 CDK2AP2
RPLP1 RPL32
RPLP1 C15orf39
RPLP1 ATP5MF
RPLP1 TUBB4B
RPLP1 DHRS2
RPLP1 C11orf58
RPLP1 NSF
RPLP1 RPLP1
RPLP1 RIF1
RPLP1 RPS4Y1
RPLP1 RPL23A
RPLP1 TUFM
RPLP1 ANKRD13B
RPLP1 RPL14
RPLP1 MPC2
RPLP1 SUOX
MAP3K2 EPS8
EPS8 MAP1LC3B
EPS8 SRC
EPS8 ITGB1
EPS8 SHC1
EPS8 ITGB3
EPS8 GRB2
EPS8 CBL
EPS8 SOS1
EPS8 HNRNPC
EPS8 DVL1
EPS8 ITGB2
EPS8 PCM1
EPS8 BAIAP2
EPS8 SMARCE1
EPS8 HOOK2
EPS8 EPS8
EPS8 ABI1
EPS8 SHB
EPS8 ALDH7A1
EPS8 BAIAP2L1
EPS8 ITSN2
EPS8 ACTA1
EPS8 CD3E
EPS8 BLOC1S6
EPS8 BYSL
EPS8 AIMP2
EPS8 CFTR
EPS8 MRPL20
EPS8 ITGB5
EPS8 ITGB7
EPS8 GOLGA8EP
EPS8 THAP1
EPS8 BORCS6
EPS8 USP6NL
EPS8 MYO15A
EPS8 DNALI1
EPS8 CASK
EPS8 C8orf33
EPS8 RALYL
EPS8 RUNX1T1
EPS8 TEX28
EPS8 SLITRK2
EPS8 CCDC85B
EPS8 TSPYL4
EPS8 INPP5J
EPS8 SRGN
EPS8 KRT20
EPS8 C19orf25
MAP3K1 ACTG1
MAP3K1 MYO1D
ACTG1 MAP3K3
ACTG1 MAP3K7
ACTG1 RELA
ACTG1 RBX1
ACTG1 CDKN2A
ACTG1 NFKB1
ACTG1 NFKB2
ACTG1 PLD1
ACTG1 ITGB3BP
ACTG1 BCAP31
ACTG1 MAPT
ACTG1 CHUK
ACTG1 CFL1
ACTG1 TRAF6
ACTG1 NFKBIA
ACTG1 GRB2
ACTG1 TNFRSF1A
ACTG1 WASL
ACTG1 TRAF2
ACTG1 NTAQ1
ACTG1 CFL2
ACTG1 ACTG1
ACTG1 DSTN
ACTG1 TMSB4X
ACTG1 CAP1
ACTG1 CAP2
ACTG1 RUVBL2
ACTG1 MEPCE
ACTG1 RUVBL1
ACTG1 APOE
ACTG1 PPP1CC
ACTG1 MLH1
ACTG1 H3C6
ACTG1 RC3H1
ACTG1 PDPK1
ACTG1 CAPZA3
ACTG1 CCDC22
ACTG1 MAP1A
ACTG1 DYNLL1
ACTG1 TNFRSF1B
ACTG1 PTPRO
ACTG1 VASP
ACTG1 MDK
ACTG1 SH3GL2
ACTG1 NFKBIB
ACTG1 CCN2
ACTG1 LGALS13
ACTG1 WASF1
ACTG1 MAPK6
ACTG1 SCIN
ACTG1 IKBKE
ACTG1 CTNND1
ACTG1 FPR1
ACTG1 FHOD1
ACTG1 EPS8L2
ACTG1 ANXA5
ACTG1 PIP4K2C
ACTG1 DISC1
ACTG1 HSP90AB1
ACTG1 LSP1
ACTG1 PLEC
ACTG1 TMSB4Y
ACTG1 RIPK2
ACTG1 EIF6
ACTG1 TAB2
ACTG1 TRAF1
ACTG1 PFN2
ACTG1 PRSS23
ACTG1 EPS8L1
ACTG1 RELB
ACTG1 MAP3K14
ACTG1 EHHADH
ACTG1 CDH1
ACTG1 MYO1A
ACTG1 ATF7IP
ACTG1 TRADD
ACTG1 EPS8L3
ACTG1 RIPK3
ACTG1 NDRG1
ACTG1 ST3GAL3
ACTG1 IKBKG
ACTG1 DNASE1
ACTG1 SUMO4
ACTG1 RIPK1
ACTG1 ABLIM1
