MAP2K4 BLNK
EDA MAL
EDA PMP22
EDA PLN
EDA EDA2R
EDA LEPROTL1
EDA CYB561
EDA EMP3
EDA DOLK
EDA GIMAP5
EDA NIPAL3
EDA FURIN
EDA EDAR
EDA EDA
EDA OSTC
EDA OSTCP1
EDA SLC38A7
EDA TMEM60
EDA TMEM50B
EDA TMEM42
EDA LPAR3
EDA MS4A13
EDA CTXN3
HDAC7 SLC16A3
HDAC7 KLF16
SLC16A3 UBQLN1
SLC16A3 FAM9B
SLC16A3 UBQLN2
SLC16A3 BSG
SLC16A3 NR2C2AP
SLC16A3 GJA8
SLC16A3 HPCA
KLHL20 IVNS1ABP
IVNS1ABP USP11
IVNS1ABP HNRNPUL1
IVNS1ABP HNRNPU
IVNS1ABP POLR2A
IVNS1ABP HNRNPK
IVNS1ABP DHX9
IVNS1ABP ENO1
IVNS1ABP VIM
IVNS1ABP HNRNPM
IVNS1ABP STAU1
IVNS1ABP ILF3
IVNS1ABP TRA2B
IVNS1ABP SYNCRIP
IVNS1ABP PFN2
IVNS1ABP HNRNPL
IVNS1ABP ARHGEF1
PID1 LRP1
PID1 GOLGA2
PID1 GOPC
PID1 CCDC33
PID1 CRX
PID1 MDFI
PID1 NOTCH2NLA
PID1 ADAMTSL4
PID1 CPSF7
PID1 THAP1
PID1 DNAAF6
PID1 NME1
PID1 CBY2
PID1 LRP4
PID1 CUBN
CCDC26 KRT40
CCDC26 NOTCH2NLA
CCDC26 ADAMTSL4
CCDC26 KRTAP10-7
CCDC26 KRTAP10-8
CCDC26 KRTAP10-9
CCDC26 KRTAP10-3
IGF1 IGF1R
IGF1 YWHAB
IGF1 IGFBP3
IGF1 IGFBP7
IGF1 IGFBP4
IGF1 CTSB
IGF1 IGFALS
IGF1 CCN3
IGF1 TF
IGF1 IGFBP5
IGF1 IGFBP6
IGF1 IGSF1
IGF1 IGFBP1
IGF1 IGFBP2
IGF1 IDE
IGF1 MKRN3
IGF1 ENKD1
IGF1 TCEANC
IGF1 MESD
RHOQ TRIP10
RHOQ COPB1
RHOQ RAPGEF1
RHOQ WASL
RHOQ PARD6A
RHOQ NTAQ1
RHOQ GOPC
RHOQ PRKCI
RHOQ CDC42EP1
RHOQ CDC42EP3
RHOQ PARD6B
RHOQ CDC42EP2
RHOQ EXOC7
RHOQ DOCK8
RHOQ CDC42BPA
RHOQ COPG1
RHOQ CDC42EP4
RHOQ TRIP6
RHOQ CDC42BPG
RHOQ PFN1
RHOQ ASB15
RHOQ ZNF417
RHOQ MORN4
UBE3A NR4A3
NR4A3 PIN1
NR4A3 CHRD
NR4A3 KRTAP5-9
NR4A3 NECTIN2
NR4A3 ADAMTSL4
NR4A3 KRTAP10-8
NR4A3 RECK
NR4A3 CYSRT1
NR4A3 EFEMP1
NR4A3 KRTAP9-2
NR4A3 LCE2D
NR4A3 KRTAP5-6
NR4A3 KRTAP12-4
NR4A3 KRTAP4-11
NR4A3 VWC2L
NR4A3 KRTAP4-2
NR4A3 ZNF330
NR4A3 PCSK5
NR4A3 KPRP
NR4A3 MACO1
NR4A3 HSD3B7
NR4A3 ALPP
NR4A3 KRTAP9-3
NR4A3 VASN
NR4A3 SMOC1
NR4A3 CYP21A2
NR4A3 TSPAN4
NR4A3 KRTAP4-4
NR4A3 KRTAP9-8
NR4A3 KRTAP5-3
NR4A3 KRTAP5-11
NR4A3 KRTAP12-3
NR4A3 KRTAP6-3
NR4A3 LCE2B
TGIF1 A2M
A2M H2AX
A2M APP
A2M NOS3
A2M RNF32
A2M IFIT3
A2M TSC22D1
A2M TK1
A2M LRP1
A2M HSPA5
A2M ECSIT
A2M CDC42
A2M ATF7IP
A2M NCDN
A2M LONP1
A2M RAD23A
A2M CFTR
A2M TTR
A2M SMN1
A2M RHEB
A2M HMOX2
A2M PRAM1
A2M PAXIP1
A2M NGF
A2M NUDT21
A2M EXOSC1
A2M KLK3
A2M RAP1B
A2M ANXA7
A2M FARSA
A2M CTSB
A2M GEM
A2M MLST8
A2M TNFRSF14
A2M MMP2
A2M AMBP
A2M IL10
A2M PAEP
A2M LCAT
A2M CYP2C8
A2M MAST1
A2M UFD1
A2M SHBG
A2M LEP
A2M TRAPPC5
A2M CELA1
A2M SPACA3
A2M GCDH
A2M PRDX2
A2M CDK2AP2
A2M KLK2
A2M SEPTIN8
A2M C11orf58
A2M CTSE
A2M ADAM19
A2M ELAVL3
A2M KLK13
A2M CYP2C18
A2M TGFBI
A2M OGA
A2M MYOC
A2M CPB2
A2M B2M
A2M ADAMTS1
A2M IFIT5
A2M RPP14
A2M ANXA6
A2M IL4
A2M UMPS
PIAS2 NAV2
NAV2 APC
NAV2 RRAS
NAV2 MORF4L1
NAV2 ING5
NAV2 ING4
NAV2 RBM15
NAV2 RBM15B
NAV2 ADAT2
NAV2 CFAP58
SUMO2 PLAUR
SUMO2 KIF18B
PLAUR JAK1
PLAUR IGF2R
PLAUR VTN
PLAUR LRP1
PLAUR FYN
PLAUR ITGB2
PLAUR HCK
PLAUR ITGB5
PLAUR PFN2
PLAUR TYK2
PLAUR SURF2
PLAUR PLAU
PLAUR LRP1B
PLAUR EEF1A1P5
PLAUR KNG1
PLAUR FAP
PLAUR MMP12
PLAUR ITGAM
AXIN1 NCK2
NCK2 EGFR
NCK2 PTK2
NCK2 FGFR1
NCK2 SOCS7
NCK2 UBC
NCK2 KLHL35
NCK2 ZBTB7B
NCK2 MIA3
NCK2 ERBB3
NCK2 ERBB4
NCK2 BCR
NCK2 DOCK1
NCK2 FASLG
NCK2 WAS
NCK2 PDGFRB
NCK2 IRS1
NCK2 AXL
NCK2 NCKIPSD
NCK2 WASL
NCK2 SPRY2
NCK2 DNM1
NCK2 HNRNPK
NCK2 WIPF1
NCK2 GAREM1
NCK2 WIPF2
NCK2 PIK3AP1
NCK2 WBP11
NCK2 NUTM2F
NCK2 SPATA2L
NCK2 PAK1
NCK2 SNW1
NCK2 CIB1
NCK2 DVL1
NCK2 NR5A1
NCK2 NET1
NCK2 SYNPO
NCK2 ATN1
NCK2 TRIM27
NCK2 VPS37B
NCK2 FAM53C
NCK2 ARHGAP32
NCK2 PAK2
NCK2 WASF1
NCK2 CCDC33
NCK2 ABI2
NCK2 EIF3H
NCK2 SF3B4
NCK2 LIMS1
NCK2 TRIP6
NCK2 ABI1
NCK2 CPSF6
NCK2 ABI3
NCK2 LZTS2
NCK2 CPSF7
NCK2 DOK1
NCK2 CD3E
NCK2 NTRK2
NCK2 EFNB1
NCK2 CHN1
NCK2 HOXC4
NCK2 MAGEA6
NCK2 MEOX2
NCK2 RASSF7
NCK2 BCL11A
NCK2 VARS2
NCK2 HOMEZ
NCK2 TRIM41
NCK2 PRR20A
NCK2 LRRIQ3
NCK2 NHSL2
NCK2 TRIM15
NCK2 EEF1G
NCK2 MINK1
NCK2 DRAP1
NCK2 ILK
NCK2 SORBS2
NCK2 FXR2
NCK2 RHOU
NCK2 EFNB2
NCK2 NCK2
NCK2 FCRL2
NCK2 EFS
NCK2 DDR1
NCK2 KIAA1217
NCK2 TNR
NCK2 LNX1
NCK2 MASP1
NCK2 RBM26
NCK2 NPHS1
NCK2 EFHC2
NCK2 HOXA1
NCK2 PRR20B
NCK2 PRR20D
NCK2 PRR20C
NCK2 PRR20E
NCK2 DTX3
NCK2 PBX4
NCK2 PRDM6
NCK2 HSF2BP
NCK2 DISC1
NCK2 INCA1
NCK2 ZBTB42
NCK2 ZNF688
NCK2 KPRP
NCK2 CCDC120
NCK2 CBARP
NCK2 DLGAP4
NCK2 REEP4
NCK2 MYPOP
NCK2 TCP10L
NCK2 INTS2
NCK2 NPAS2
NCK2 C4orf17
NCK2 MNT
NCK2 TXK
NCK2 FBXL19
NCK2 KCTD17
NCK2 SCML2
NCK2 ZC2HC1A
NCK2 SF3A2
NCK2 SHD
NCK2 CHN2
NCK2 KLHL24
NCK2 ZC2HC1B
NCK2 SRMS
NCK2 FOSB
NCK2 RBBP8NL
NCK2 ZNF341
NCK2 BTG1
NCK2 FAM83A
NCK2 FAM124A
NCK2 SPATC1L
NCK2 ANKRD55
NCK2 MBD6
NCK2 ZNF526
NCK2 SF1
NCK2 USP32
NCK2 SSH3
NCK2 HOXD8
NCK2 GGN
NCK2 DEFB124
NCK2 CUEDC1
NCK2 PRR16
NCK2 TMEM121
NCK2 ANKS1B
NCK2 NELFA
NCK2 FAM47A
NCK2 CLEC17A
NCK2 KIAA0408
NCK2 SYNGAP1
NCK2 PHETA1
NCK2 CIPC
NCK2 ZBTB12
NCK2 ONECUT3
NCK2 SCX
CSNK2A1 SPP1
CSNK2A1 HEXIM1
CSNK2A1 LEO1
SPP1 ITGB1
SPP1 ITGB3
SPP1 BAG6
SPP1 ITGA5
SPP1 SGTA
SPP1 PRKG1
SPP1 PDLIM7
SPP1 CD44
SPP1 HCK
SPP1 ITGB5
SPP1 CSNK2A2
SPP1 CTNNBL1
SPP1 UBQLN4
SPP1 MEOX2
SPP1 ITGB6
SPP1 HNF1B
SPP1 F2
SPP1 MMP3
SPP1 MMP7
SPP1 ABCF3
SPP1 ITGA9
SPP1 ACP5
SPP1 IGFBP5
SPP1 SGTB
SPP1 GET3
SPP1 NCS1
USP7 DHX40
PTPRG ALK
PTPRG NTRK1
PTPRG MAPK3
PTPRG WAS
PTPRG PDGFRB
PTPRG GAB1
PTPRG EPOR
PTPRG DLG4
PTPRG PPFIA1
PTPRG CDH2
PTPRG PXN
PTPRG CSK
PTPRG LCK
PTPRG PDPK1
PTPRG PKD1
PTPRG TEC
PTPRG GRIN2B
PTPRG NSF
PTPRG PPFIA3
PTPRG TEK
PTPRG PPFIA2
PTPRG TIE1
PTPRG PTPRG
TNRC6B APBA3
TNRC6B SMAD2
TNRC6B CARM1
TNRC6B TNIP2
TNRC6B CSK
TNRC6B NINL
TNRC6B CNOT1
TNRC6B AGO2
TNRC6B PAN3
TNRC6B NIN
TNRC6B AGO1
TNRC6B AGO3
TNRC6B AGO4
TNRC6B UBQLN4
TNRC6B GIGYF2
GNA13 PRKCD
GNA13 PRKCB
GNA13 PTK2B
GNA13 ARHGEF12
GNA13 CDH1
GNA13 CDH2
GNA13 PRKAR2A
GNA13 TBXA2R
GNA13 PRKACA
GNA13 RGS16
GNA13 PPP5C
GNA13 RIC8A
GNA13 MTNR1A
GNA13 ARHGEF1
GNA13 ARHGEF11
GNA13 USP3
GNA13 AKAP3
GNA13 RDX
GNA13 F2R
GNA13 AIP
GNA13 PRKACG
GNA13 MCF2
GNA13 EDNRB
GNA13 CXCR4
GNA13 GPR17
GNA13 S1PR3
GNA13 S1PR4
GNA13 GNA12
GNA13 TSHR
GNA13 S1PR2
PTPRJ EGFR
PTPRJ JAK2
PTPRJ ALK
PTPRJ NTRK1
PTPRJ TRIM25
PTPRJ MAPK3
PTPRJ KIT
PTPRJ WAS
PTPRJ PDGFRB
PTPRJ GAB1
PTPRJ TNK2
PTPRJ EPOR
PTPRJ NOP2
PTPRJ CTNND1
PTPRJ JUP
PTPRJ CDH2
PTPRJ PXN
PTPRJ PPP1R12A
PTPRJ CSK
PTPRJ PDPK1
PTPRJ LCK
PTPRJ PKP4
PTPRJ LEPR
PTPRJ GHR
PTPRJ PTPRJ
PTPRJ NSF
PTPRJ GRIN2B
PTPRJ TIE1
PTPRJ TEK
PTPRJ IL2RG
PTPRJ TEC
PRPF38B YWHAG
PRPF38B USP33
PIN1 FOXP2
FOXP2 NFATC2
FOXP2 CTBP2
FOXP2 CTBP1
FOXP2 FOXP3
FOXP2 CDK3
FOXP2 CCNC
FOXP2 TLE5
FOXP2 LNX1
FOXP2 SP4
FOXP2 RPIA
FOXP2 FOXP4
FOXP2 TSACC
FOXP2 FAM124A
FOXP2 FOXP2
ZMYM2 PHF21A
CTSD IGF2R
CTSD APP
CTSD FN1
CTSD IGFBP3
CTSD UCHL5
CTSD SLC2A4
CTSD PPT1
CTSD CD4
CTSD CTSB
CTSD PSAP
CTSD IGFBP4
CTSD CSTB
CTSD CST3
CTSD TG
CTSD HBA1
CTSD HBA2
CTSD GRHPR
CTSD ATP6V0A1
CTSD SHBG
CTSD INS
CTSD CCL21
CTSD MARCHF9
CTSD BGLAP
MYC KLHL5
MYC ADAM9
MYC UST
MYC ICA1
KLHL5 MAP1LC3B
KLHL5 TK1
KLHL5 CUL3
KLHL5 SMN1
KLHL5 GABARAPL2
ADAM9 PRKCD
ADAM9 KRAS
ADAM9 ITGB1
ADAM9 SH3GL2
ADAM9 SNX9
ADAM9 SH3GLB1
ADAM9 ITGB5
ADAM9 MAD2L2
ADAM9 ITGA9
ADAM9 TNF
ADAM9 SH3D19
ADAM9 ITGA3
ADAM9 PACSIN3
INPP5D JAK1
INPP5D TRIP10
INPP5D PTPN11
INPP5D PRKCD
INPP5D SHC1
INPP5D KIT
INPP5D GAB2
INPP5D CD22
INPP5D GAB1
INPP5D CSF3R
INPP5D EPOR
INPP5D SLAMF1
INPP5D KHDRBS3
INPP5D XIAP
INPP5D DOK1
INPP5D PECAM1
INPP5D FCGR2B
INPP5D KRT40
INPP5D JAK3
INPP5D PLCB3
INPP5D KRT31
INPP5D MME
INPP5D PLCB2
INPP5D KRTAP10-3
INPP5D PLCD1
INPP5D HCK
INPP5D PLCB1
INPP5D ITPKB
INPP5D DOK2
INPP5D PLCH1
INPP5D ITPKA
INPP5D PLCD3
INPP5D IPMK
INPP5D PLCXD2
INPP5D CD300LF
INPP5D FLT3
INPP5D LILRB4
INPP5D INPP1
INPP5D IL4R
INPP5D KRTAP10-9
INPP5D INPP5D
INPP5D KRTAP10-7
INPP5D PLCB4
INPP5D ITPKC
INPP5D DAB2
INPP5D PLCE1
INPP5D PLCD4
INPP5D PLCZ1
INPP5D PLCH2
INPP5D NOTCH2NLA
INPP5D CYSRT1
INPP5D KRTAP6-3
INPP5D KRTAP1-3
VAV3 EGFR
VAV3 ESR1
VAV3 RAC1
VAV3 SRC
VAV3 IGF1R
VAV3 SHC1
VAV3 TRAF6
VAV3 ERBB3
VAV3 PDGFRB
VAV3 RHOA
VAV3 GTF2F2
VAV3 ROS1
VAV3 ZYX
VAV3 SH3BP2
VAV3 RHOG
VAV3 ZRANB1
VAV3 RINT1
ASAP1 TRIP10
ASAP1 PTK2
ASAP1 SRC
ASAP1 ARF1
ASAP1 CTTN
ASAP1 ARF6
ASAP1 APC
ASAP1 PXN
ASAP1 RAB11FIP3
ASAP1 CDC42
ASAP1 PTK2B
ASAP1 ABL1
ASAP1 PACSIN2
ASAP1 PSTPIP1
ASAP1 UBB
ASAP1 FYN
ASAP1 DLG1
ASAP1 UBA52
ASAP1 UBC
ASAP1 SH3GL2
ASAP1 RPS27A
ASAP1 HCK
ASAP1 NPHP1
ASAP1 TEC
ASAP1 PACSIN3
ASAP1 SNX9
ASAP1 STAM
ASAP1 FCHSD1
ASAP1 REPS2
SIRT1 ATG7
ATG7 MAP1LC3B
ATG7 PRKCD
ATG7 MAP1LC3A
ATG7 IRF2
ATG7 SLX4
ATG7 PSMD10
ATG7 EEF1D
ATG7 GABARAP
ATG7 GABARAPL1
ATG7 MAP1LC3C
ATG7 GABARAPL2
ATG7 CLN3
ATG7 ATG12
ATG7 ATG3
ATG7 ATG10
ATG7 PIK3C2A
TP63 PELI2
PELI2 RABEP1
PELI2 UBC
PELI2 TRAF6
PELI2 NUP62
PELI2 MYD88
PELI2 HYAL2
PELI2 TRIM32
PELI2 LZTFL1
PELI2 SEPTIN3
PELI2 PCGF2
PELI2 UBQLN4
PELI2 MDFI
PELI2 BCL10
PELI2 SP4
PELI2 IRAK2
PELI2 IRAK1
PELI2 TMEM79
PELI2 MEOX1
PELI2 IRAK4
PELI2 RMDN3
PELI2 CLEC17A
PELI2 OR7D2
PSMA3 FAM171A2
HPCAL1 IKBKG
HPCAL1 HMG20A
HPCAL1 KRTAP5-9
HPCAL1 EFEMP2
HPCAL1 MDFI
HPCAL1 EPHB3
HPCAL1 NOTCH2NLA
HPCAL1 AMOT
HPCAL1 DTX2
HPCAL1 KRTAP10-7
HPCAL1 KRTAP10-8
HPCAL1 FZD7
HPCAL1 SLC34A1
HPCAL1 NBL1
HPCAL1 SERPINI2
HPCAL1 KRTAP10-9
HPCAL1 KRTAP1-3
HPCAL1 C1QTNF2
HPCAL1 KRTAP4-2
HPCAL1 KRTAP10-3
HPCAL1 VWC2
HPCAL1 ZNF655
HPCAL1 KRTAP1-1
HPCAL1 NBPF19
HPCAL1 GATA5
HPCAL1 MYDGF
HPCAL1 CREM
HPCAL1 C19orf44
HPCAL1 TPSG1
HPCAL1 PLAAT2
HPCAL1 CA3
HPCAL1 KRTAP17-1
HPCAL1 COLGALT2
HPCAL1 MICOS10-NBL1
EGFR RGS16
EGFR RAPGEF1
EGFR LRRK1
EGFR B4GALT1
EGFR ALCAM
EGFR SELENOP
EGFR CDCP1
EGFR CLNK
EGFR HEXIM1
RGS16 SRC
RGS16 BLK
RGS16 FYN
RGS16 CSK
RGS16 GNAI3
RGS16 GNAQ
RGS16 GDE1
RGS16 LCK
RGS16 YES1
RGS16 HCK
RGS16 GNAI1
RGS16 GNAO1
RGS16 RGS20
RGS16 GNAI2
RGS16 GNAT1
RAPGEF1 PTPN11
RAPGEF1 SRC
RAPGEF1 NTRK1
RAPGEF1 SHC1
RAPGEF1 HRAS
RAPGEF1 RRAS2
RAPGEF1 FYN
RAPGEF1 GAB2
RAPGEF1 ABL1
RAPGEF1 FRS2
RAPGEF1 HCK
RAPGEF1 NGF
RAPGEF1 SOS2
RAPGEF1 RAP1GAP
RAPGEF1 RAP1B
LRRK1 ABL1
LRRK1 BAG5
LRRK1 LRRK1
LRRK1 PAK4
LRRK1 RIMS1
LRRK1 LYZ
LRRK1 S100A8
LRRK1 C9orf163
B4GALT1 TUBB
B4GALT1 GPX6
B4GALT1 TUBA4A
B4GALT1 LALBA
B4GALT1 ST3GAL3
B4GALT1 B3GNT8
B4GALT1 CDK11A
B4GALT1 B4GALT1
B4GALT1 B4GAT1
B4GALT1 B3GNT3
B4GALT1 ST3GAL1
B4GALT1 B3GNT4
B4GALT1 ST3GAL2
B4GALT1 GCNT3
B4GALT1 ST6GAL1
B4GALT1 B3GNT2
B4GALT1 B3GNT7
B4GALT1 ST3GAL4
B4GALT1 FUT8
B4GALT1 OR10G4
ALCAM CD6
ALCAM ALCAM
SELENOP PTK2
CDCP1 PTK2
CDCP1 SRC
CDCP1 PRKCD
CDCP1 ALB
CDCP1 PLG
CDCP1 FBXL14
CDCP1 ST14
PYCARD NLRP1
NLRP1 APOA1
NLRP1 CASP1
NLRP1 CASP9
NLRP1 NOD2
NLRP1 APAF1
NLRP1 NLRC4
NLRP1 CASP2
NLRP1 NOD1
NLRP1 CASP5
NLRP1 NLRP1
MAP1LC3B NSMAF
NSMAF MAP1LC3A
NSMAF TNFRSF1A
NSMAF ACTB
NSMAF RACK1
NSMAF DCP1A
NSMAF GABARAP
NSMAF XIRP2
NSMAF GABARAPL1
NSMAF DCP1B
NSMAF CD40
NSMAF NEK9
NSMAF GABARAPL2
NSMAF MAP1LC3C
NSMAF KBTBD7
GATA1 SRGN
GATA1 ITGA2B
SRGN SERTAD3
SRGN AGTRAP
SRGN APPBP2
SRGN UBQLN1
SRGN CRYAB
SRGN ALB
SRGN BAG6
SRGN LDOC1
SRGN SGTA
SRGN TRIM27
SRGN UBR4
SRGN MTUS2
SRGN PAK5
SRGN DAZAP2
SRGN FHL3
SRGN CD44
SRGN EPS8
SRGN CEP70
SRGN REEP6
SRGN TRIP13
SRGN UBQLN4
SRGN UBQLN2
SRGN MDFI
SRGN POM121
SRGN ARL6IP1
SRGN RAD54B
SRGN CCDC106
SRGN TRIP6
SRGN CREB3
SRGN RBFOX2
SRGN DMRTB1
SRGN SGTB
SRGN PEX12
SRGN PPCDC
SRGN EIF4ENIF1
SRGN CCNDBP1
SRGN GZMB
SRGN PF4
SRGN BRME1
SRGN PSRC1
SRGN CCL3
SRGN NCALD
STAT1 UBE2F
UBE2F PAX6
UBE2F WDR77
UBE2F DCUN1D3
UBE2F TYK2
UBE2F CUL5
UBE2F RNF7
UBE2F DCUN1D1
UBE2F RNF34
UBE2F UBA3
UBE2F PRAME
UBE2F LCN2
USP11 ATG4C
ATG4C PRKDC
ATG4C SMC1A
ATG4C PSMD2
ATG4C SPTLC1
ATG4C PSMC4
ATG4C PSMC1
ATG4C PSMC2
TRIB3 GRN
XRCC6 HEXIM1
ATR RHEB
RHEB MTOR
RHEB PLD1
RHEB APPBP2
RHEB HRAS
RHEB HTT
RHEB PSEN2
RHEB ECSIT
RHEB USP4
RHEB RAF1
RHEB RAB7A
RHEB TSC2
RHEB BNIP3
RHEB RPTOR
RHEB FKBP8
RHEB RNF152
RHEB EIF1B
RHEB ARL6IP1
RHEB PDE6D
RHEB CREB3
RHEB RAB9A
RHEB RAB7B
DDX1 HEXIM1
CDC5L DHX8
HNRNPF DHX8
PRPF19 DHX8
CDK1 RGPD3
CDK1 KIF22
H4C1 KIF18B
EHMT2 LIMS1
EHMT2 EPDR1
LIMS1 RBBP8
LIMS1 SMURF1
LIMS1 STK11
LIMS1 LPXN
LIMS1 MBIP
LIMS1 ILK
LIMS1 GEM
LIMS1 SCNM1
LIMS1 RAD51D
LIMS1 ZNF587
LIMS1 CWF19L2
LIMS1 ZNF564
LIMS1 TCEA2
LIMS1 FAM90A1
LIMS1 ZNF410
LIMS1 RSU1
LIMS1 PARVA
LIMS1 ACP6
LIMS1 TMSB4X
LIMS1 LMO3
LIMS1 CATSPER1
LIMS1 COL8A1
LIMS1 INO80B
LIMS1 ZNF417
LIMS1 KPRP
LIMS1 MYO15B
LIMS1 TBC1D22B
LIMS1 ZIM2
PRIMPOL MPP1
MPP1 KRAS
MPP1 GSK3B
MPP1 TK1
MPP1 APH1A
MPP1 STUB1
MPP1 GADD45A
MPP1 OPTN
MPP1 MAP3K20
MPP1 AP2M1
MPP1 AMOTL2
MPP1 ATP5F1C
MPP1 KLHL12
MPP1 TMEM239
MPP1 SMN1
MPP1 DERL2
MPP1 STK3
MPP1 MEOX2
MPP1 UXT
MPP1 NR1H2
MPP1 DNPEP
MPP1 ABCC4
MPP1 SGSM2
MPP1 GYPC
MPP1 RPRM
MPP1 BHLHB9
MPP1 INCA1
MPP1 DGAT2L6
MPP1 ZNF639
MPP1 SYNGR3
MPP1 SLC35E1
MPP1 ATRAID
MPP1 AGPAT3
MPP1 ACER1
MPP1 PAQR8
MPP1 ACER2
TRIP10 FNBP1
FNBP1 FASLG
FNBP1 WAS
FNBP1 WASL
FNBP1 DNM1
FNBP1 DNM2
FNBP1 DNM3
FNBP1 TUBB
FNBP1 TNKS
FNBP1 AKAP9
FNBP1 CDC42
FNBP1 ARHGAP17
FNBP1 TF
FNBP1 EGF
FNBP1 SNX2
FNBP1 HSPA1A
FNBP1 GABARAP
FNBP1 DAAM1
FNBP1 GABARAPL1
FNBP1 PDE6G
FNBP1 MAP1LC3C
FNBP1 GABARAPL2
FNBP1 PLCB3
FNBP1 CTBS
FNBP1 RND2
FNBP1 FNBP1
AR ADAM10
PHF3 YWHAG
PHF3 PHB
PHF3 WNK1
PTPN11 PAG1
PTPN11 CD33
PTPN11 SIGLEC11
PAG1 SHC1
PAG1 FYN
PAG1 ABL1
PAG1 ZAP70
PAG1 SLC9A3R1
PAG1 CSK
PAG1 LCK
PAG1 RASA1
PAG1 HTRA2
PAG1 GLS2
ESR1 GNB4
ESR1 HEXIM1
ESR1 MED13
GNB4 ADRB2
GNB4 GNAI3
GNB4 CD81
GNB4 GNB1
GNB4 GNB2
GNB4 GNG3
GNB4 GNG7
GNB4 GNAI2
GNB4 GNAI1
GNB4 GNG13
GNB4 GNG4
GNB4 GNG5
GNB4 GNG2
GNB4 MTNR1A
GNB4 GNG11
GNB4 GNGT2
GNB4 NME1-NME2
GNB4 GNG10
GNB4 RIPK3
GNB4 GNG8
GNB4 GNB3
GNB4 GNA11
GNB4 ADGRG1
GNB4 GNGT1
GNB4 GNAQ
GNB4 MTNR1B
GNB4 GNG12
MTOR PREX1
PREX1 RICTOR
PREX1 MAPK6
PREX1 RPTOR
PREX1 BZW1
PREX1 SMNDC1
PTK2 F13A1
PTK2 AFF3
PTK2 ITGA2B
F13A1 TK1
F13A1 FN1
F13A1 SH3GL2
F13A1 HSPB1
F13A1 NUDT21
F13A1 ANXA7
F13A1 UFD1
F13A1 SERPINF2
F13A1 F2
F13A1 FGA
F13A1 F13A1
F13A1 F13B
F13A1 FGG
AFF3 CDK9
AFF3 MLLT3
AFF3 WNK1
PDIA3 ANXA5
PDIA3 ADAM10
ANXA5 KDR
ANXA5 BAG3
ANXA5 ACTG1
ANXA5 EIF4G1
ANXA5 ITGB5
ANXA5 PPA1
ANXA5 EED
ANXA5 COL2A1
ANXA5 PPP2R1B
ANXA5 IFNGR2
ANXA5 SUPT4H1
ANXA5 FDFT1
ANXA5 COL10A1
ANXA5 GSC2
NOTCH1 WDR12
SF1 DHX8
HDAC5 GNG2
TNIP1 SELPLG
COPS5 PLAC8
COPS5 MAP4K3
HIF1AN ZFP36L2
HIF1AN ANKRD44
HIF1AN ASB16
AURKA SOD2
AURKA SORL1
AURKA TLK2
TUBB2B CACNA1A
CLTC PICALM
DNAJA1 CD58
DDX46 DHX8
FOS ZNF652
FOS TLN2
CEBPB CCL3
CALM1 KCNQ3
DDX3X DHX8
HTT MTSS1
HTT SLC2A4RG
SKP1 MTUS1
SKP1 FBXL20
CUL1 FBXL20
MYH9 MYO1E
CALM3 KCNQ3
GRK2 GNG2
HSPA9 MICOS10
KPNA3 KIF22
MCC TFRC
MCC SOD2
MCC CLIC4
MCC CEP95
CDK9 ELL2
CDK9 GRN
CDK9 HEXIM1
HSPA8 GLIPR1
HSPA8 AIPL1
PRKACA RASGRP3
PRKACA ITPR2
ATF3 IGSF21
BRCA1 UBE2J1
BRCA1 MED13
CALM2 KCNQ3
HSPA1L OLR1
GSK3B IGSF21
IKBKE TFRC
IKBKE SOD2
IKBKE LSM12
HSPA1A PHF21A
SPTAN1 MAP4K3
HNRNPM DHX8
APC PNISR
APC DBF4B
APC NCKAP5
ALB TLN2
ALB PCED1B
UBE2D3 RNF150
SFPQ HEXIM1
PAK2 SOD2
PIK3R2 PNISR
YWHAG SAMSN1
YWHAG SAMD4A
YWHAG CEP95
YWHAG FRMD6
HSP90AA1 LIMK2
EEF1A2 HEXIM1
RPS8 DLG2
KPNA4 KIF22
GTF2I PHF21A
DNAJA3 FRMD6
RAC1 ARHGAP15
RAC1 ITPR2
RAC1 ARHGAP31
RAC1 ARHGAP27
ARHGAP15 CD93
ARHGAP15 SMURF1
ARHGAP15 PRNP
ITPR2 TRPC4
ITPR2 TRPC1
ITPR2 BANK1
ARHGAP31 ITSN1
ARHGAP31 SMURF1
SRC CD33
SRC ITGA2B
SRC ASB16
TSG101 MVB12B
CDK2 SORT1
CDK2 C2orf49
CDK2 KIF22
BCCIP MRPS9
TK1 FAM20C
OPTN TFRC
FLAD1 ENPP1
BAG6 CTSB
YWHAQ RASGRP3
YWHAQ CBWD2
CASP3 PICALM
KRT31 P2RX7
KRT31 CD33
KRT31 EPDR1
RACK1 GNG2
RACK1 RASA3
TLE1 HESX1
TLE1 HLA-DQA1
RBBP4 PHF21A
DHX9 HEXIM1
DHX9 DHX8
UBE2D1 RNF150
TRAF1 PLAC8
TRAF1 PRDM7
TRAF1 PHF21A
CTSB IRS4
CTSB ANXA2
CTSB SPRY2
CTSB MLH1
CTSB UBQLN4
CTSB ADAMTSL4
CTSB MARCKS
CTSB ANXA7
CTSB CSTA
CTSB CSTB
CTSB CST3
CTSB S100A10
CTSB MMP9
CTSB APCS
CTSB RGS2
CTSB INS
CTSB FAM118B
CTSB USP29
CTSB ACAN
CTSB SPHK1
